GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1318883696,20260812,202608,2026,2026.6082,JUD,DISTRICT COURT,,,,,,JUD,,,,,,,,,,,,,1,120,120,12,3,-4.0,3,1,3,-3.0716723549488,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,0,,,,,,,,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260819000000,https://www.wbrz.com/news/judge-tureau-cleared-to-remain-on-november-ballot-following-candidacy-challenge
1318883697,20260812,202608,2026,2026.6082,LAB,EMPLOYEE,,,,,,LAB,,,CANGOVLAB,CANADA,CAN,,,,,GOV,LAB,,1,026,026,02,1,4.0,2,1,2,3.31034482758621,4,"Saskatchewan, Manitoba, Canada",CA,CA03,154724,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,154724,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,154724,52.15,-97.7167,-575075,20260819000000,https://www.gx94radio.com/2026/08/18/seiu-west-demands-action-as-health-care-bargaining-stalls/
1318883698,20260812,202608,2026,2026.6082,LAB,EMPLOYEE,,,,,,LAB,,,GOVLAB,LABOUR MINIST,,,,,,GOV,LAB,,1,026,026,02,1,4.0,8,1,8,3.31034482758621,4,"Saskatchewan, Manitoba, Canada",CA,CA03,154724,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,154724,52.15,-97.7167,-575075,4,"Saskatchewan, Manitoba, Canada",CA,CA03,154724,52.15,-97.7167,-575075,20260819000000,https://www.gx94radio.com/2026/08/18/seiu-west-demands-action-as-health-care-bargaining-stalls/
1318883699,20260812,202608,2026,2026.6082,MNCUSA,DISNEY,USA,,,,,MNC,,,,,,,,,,,,,0,010,010,01,1,0.0,18,6,18,-2.98102981029811,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260819000000,https://www.wfae.org/united-states-world/2026-08-18/abc-and-disney-sue-fcc-alleging-first-amendment-violations
1318883700,20260812,202608,2026,2026.6082,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,174,174,17,4,-5.0,2,1,2,-7.5925925925926,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260819000000,https://www.unionleader.com/news/courts/minnesota-sues-texas-governor-over-delayed-handover-of-ice-agent-charged-in-shooting/article_0204f9f8-6183-43a8-8536-bb3ad5882355.html
1318883701,20260812,202608,2026,2026.6082,USA,TEXAS,USA,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,0,174,174,17,4,-5.0,4,1,4,-7.5925925925926,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260819000000,https://www.unionleader.com/news/courts/minnesota-sues-texas-governor-over-delayed-handover-of-ice-agent-charged-in-shooting/article_0204f9f8-6183-43a8-8536-bb3ad5882355.html
1318883702,20260812,202608,2026,2026.6082,USA,UNITED STATES,USA,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,0,174,174,17,4,-5.0,2,1,2,-7.5925925925926,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260819000000,https://www.unionleader.com/news/courts/minnesota-sues-texas-governor-over-delayed-handover-of-ice-agent-charged-in-shooting/article_0204f9f8-6183-43a8-8536-bb3ad5882355.html
1318883703,20260812,202608,2026,2026.6082,USA,UNITED STATES,USA,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,0,174,174,17,4,-5.0,2,1,2,-7.5925925925926,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260819000000,https://www.unionleader.com/news/courts/minnesota-sues-texas-governor-over-delayed-handover-of-ice-agent-charged-in-shooting/article_0204f9f8-6183-43a8-8536-bb3ad5882355.html
1318883704,20260812,202608,2026,2026.6082,USA,CHARLOTTE,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,110,110,11,3,-2.0,5,1,5,-7.17948717948718,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://www.wfae.org/education/2026-08-18/supreme-court-allows-charlotte-latin-lawsuit-to-move-forward
1318883705,20260812,202608,2026,2026.6082,USA,UNITED STATES,USA,,,,,,,,JUD,DISTRICT COURT,,,,,,JUD,,,1,120,120,12,3,-4.0,2,1,2,-3.0716723549488,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260819000000,https://www.wbrz.com/news/judge-tureau-cleared-to-remain-on-november-ballot-following-candidacy-challenge
1318883706,20260812,202608,2026,2026.6082,USA,SAN DIEGO,USA,,,,,,,,USALEG,UNITED STATES,USA,,,,,LEG,,,0,040,040,04,1,1.0,4,1,4,-2.77296360485269,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260819000000,https://obrag.org/2026/08/san-diego-congressional-delegation-wants-independent-investigation-into-conditions-on-uss-abraham-lincoln/comment-page-1/
1318883707,20260812,202608,2026,2026.6082,USALEG,SAN DIEGO,USA,,,,,LEG,,,,,,,,,,,,,0,040,040,04,1,1.0,12,1,12,-2.77296360485269,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,0,,,,,,,,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260819000000,https://obrag.org/2026/08/san-diego-congressional-delegation-wants-independent-investigation-into-conditions-on-uss-abraham-lincoln/comment-page-1/
1318883708,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,6,1,6,-1.67597765363129,0,,,,,,,,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,4,"Illawarra, Victoria, Australia",AS,AS07,5410,-37.0667,142.7,-1579342,20260819000000,https://www.southcoastregister.com.au/story/9332958/wollongong-set-to-tackle-long-term-street-caravan-parking/
1318883709,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,CHRISTMAS ISLAND,AUS,,,,,,,,1,042,042,04,1,1.9,5,1,5,0,0,,,,,,,,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20260819000000,https://www.theage.com.au/national/western-australia/wa-news-live-spacex-rocket-lands-in-ocean-off-christmas-island-20260819-p60pko.html
1318883710,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,4,1,4,-0.74441687344913,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260819000000,https://www.yourdemocracy.net.au/drupal/node/60834
1318883711,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.74441687344913,0,,,,,,,,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,1,Ghana,GH,GH,,8,-2,GH,20260819000000,https://www.yourdemocracy.net.au/drupal/node/60834
1318883712,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,4,1,4,-1.67597765363129,0,,,,,,,,4,"Fairy Meadow, New South Wales, Australia",AS,AS02,5113,-34.3967,150.896,41749,4,"Fairy Meadow, New South Wales, Australia",AS,AS02,5113,-34.3967,150.896,41749,20260819000000,https://www.southcoastregister.com.au/story/9332958/wollongong-set-to-tackle-long-term-street-caravan-parking/
1318883713,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,043,043,04,1,2.8,10,2,10,-1.56128694458988,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260819000000,https://www.areanews.com.au/story/9333034/scam-centre-crackdown-expected-during-thai-pms-visit/
1318883714,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,043,043,04,1,2.8,2,1,2,1.91256830601093,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260819000000,https://www.adnews.com.au/news/a-brilliant-force-for-positive-change-eat-up-launches-spoonfull-via-principals
1318883715,20260819,202608,2026,2026.6274,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,130,130,13,3,-4.4,10,1,10,-4.54995054401583,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260819000000,https://www.yourdemocracy.net.au/drupal/node/60833
1318883716,20260819,202608,2026,2026.6274,,,,,,,,,,,AUSCOP,VICTORIA,AUS,,,,,COP,,,1,042,042,04,1,1.9,10,1,10,-5.71428571428572,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://www.3aw.com.au/police-appeal-for-public-help-following-yarraville-arson-attack/
1318883717,20260819,202608,2026,2026.6274,,,,,,,,,,,BRA,MADEIRA,BRA,,,,,,,,1,036,036,03,1,4.0,10,1,10,2.01149425287357,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://925maxima.com/2026/08/18/madeira-beach-launches-10-day-competition-featuring-18-restaurants-and-10-burgers/
1318883718,20260819,202608,2026,2026.6274,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,040,040,04,1,1.0,20,2,20,1.50602409638554,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260819000000,https://www.tickerreport.com/banking-finance/13548895/cgi-gib-a-investment-analysts-weekly-ratings-changes.html
1318883719,20260819,202608,2026,2026.6274,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,042,042,04,1,1.9,10,1,10,-4.22535211267606,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20260819000000,https://www.cbc.ca/news/canada/toronto/cellphone-provider-scam-toronto-police-9.7311436
1318883720,20260819,202608,2026,2026.6274,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,043,043,04,1,2.8,5,1,5,3.94160583941606,0,,,,,,,,4,"La Estrella, Oaxaca, Mexico",MX,MX20,20562,17.4333,-95.5167,-1674363,4,"La Estrella, Oaxaca, Mexico",MX,MX20,20562,17.4333,-95.5167,-1674363,20260819000000,https://www.phoenixnewtimes.com/food-drink/when-in-tucson-try-these-destination-restaurants-and-cafes-14240668/
1318883721,20260819,202608,2026,2026.6274,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,043,043,04,1,2.8,6,1,6,-5.95882990249188,0,,,,,,,,3,"Lubbock, Texas, United States",US,USTX,TX303,33.5779,-101.855,1374760,3,"Lubbock, Texas, United States",US,USTX,TX303,33.5779,-101.855,1374760,20260819000000,https://www.firstalert7.com/2026/08/18/breaking-jury-finds-allen-cox-guilty-all-counts-multimillion-dollar-ferrum-capital-case/
1318883722,20260819,202608,2026,2026.6274,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,043,043,04,1,2.8,4,1,4,-5.95882990249188,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260819000000,https://www.firstalert7.com/2026/08/18/breaking-jury-finds-allen-cox-guilty-all-counts-multimillion-dollar-ferrum-capital-case/
1318883723,20260819,202608,2026,2026.6274,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,0,057,057,05,1,8.0,10,1,10,-5.95882990249188,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260819000000,https://www.firstalert7.com/2026/08/18/breaking-jury-finds-allen-cox-guilty-all-counts-multimillion-dollar-ferrum-capital-case/
1318883724,20260819,202608,2026,2026.6274,,,,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,1,024,024,02,1,-0.3,2,1,2,0.17241379310345,0,,,,,,,,4,"Moosomin, Saskatchewan, Canada",CA,CA11,12797,50.15,-101.667,-569604,4,"Moosomin, Saskatchewan, Canada",CA,CA11,12797,50.15,-101.667,-569604,20260819000000,https://www.cbc.ca/news/indigenous/stoney-knoll-treaty-6-claim-update-9.7309948
1318883725,20260819,202608,2026,2026.6274,,,,,,,,,,,CAN,BRITISH COLUMBIA,CAN,,,,,,,,1,042,042,04,1,1.9,2,1,2,6.46203554119548,0,,,,,,,,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,20260819000000,http://www.theusnews.com/news/279250243/the-vancouver-aesthetician-redefines-medical-aesthetics-with-performance-driven-skin-and-hair-treatments-as-expansion-plans-continue
1318883726,20260819,202608,2026,2026.6274,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,051,051,05,1,3.4,10,1,10,5,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260819000000,https://www.indiablooms.com/world/canadas-largest-icebreaker-reaches-north-pole-reinforcing-arctic-presence/details
1318883727,20260819,202608,2026,2026.6274,,,,,,,,,,,CAN,BRITISH COLUMBIA,CAN,,,,,,,,1,111,111,11,3,-2.0,2,1,2,6.46203554119548,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260819000000,http://www.theusnews.com/news/279250243/the-vancouver-aesthetician-redefines-medical-aesthetics-with-performance-driven-skin-and-hair-treatments-as-expansion-plans-continue
1318883728,20260819,202608,2026,2026.6274,,,,,,,,,,,CANCOP,CANADA,CAN,,,,,COP,,,0,043,043,04,1,2.8,8,1,8,-5.06756756756757,0,,,,,,,,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,154724,52.1333,-106.667,-573213,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,154724,52.1333,-106.667,-573213,20260819000000,https://www.cjme.com/2026/08/18/saskatoon-anti-abortion-protest-sparks-graphic-image-bylaw-petition/
1318883729,20260819,202608,2026,2026.6274,,,,,,,,,,,CANGOV,CANADIAN,CAN,,,,,GOV,,,1,024,024,02,1,-0.3,6,1,6,0.17241379310345,0,,,,,,,,4,"Moosomin, Saskatchewan, Canada",CA,CA11,12797,50.15,-101.667,-569604,4,"Moosomin, Saskatchewan, Canada",CA,CA11,12797,50.15,-101.667,-569604,20260819000000,https://www.cbc.ca/news/indigenous/stoney-knoll-treaty-6-claim-update-9.7309948
1318883730,20260819,202608,2026,2026.6274,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,040,040,04,1,1.0,10,1,10,2.56410256410256,0,,,,,,,,4,"Great Wall, China (general), China",CH,CH00,13077,39.9667,119.8,-1930117,4,"Great Wall, China (general), China",CH,CH00,13077,39.9667,119.8,-1930117,20260819000000,http://europe.chinadaily.com.cn/a/202608/19/WS6a84e964a3106bc57421c2e1.html
1318883731,20260819,202608,2026,2026.6274,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,112,112,11,3,-2.0,4,1,4,-3.08641975308642,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260819000000,https://localnews8.com/news/national-world/cnn-national/2026/08/18/all-eyes-on-florida-keeping-moms-healthy-cosmic-breadcrumb-catch-up-on-the-days-stories/
1318883732,20260819,202608,2026,2026.6274,,,,,,,,,,,CHNEDU,CHINA,CHN,,,,,EDU,,,1,045,045,04,1,5.0,2,1,2,2.48618784530387,0,,,,,,,,4,"Lanzhou, Gansu, China",CH,CH15,13026,36.0564,103.792,-1914139,4,"Renmin, Liaoning, China",CH,CH19,13182,40.7703,123.792,11215357,20260819000000,http://europe.chinadaily.com.cn/a/202608/18/WS6a840a30a3106bc57421c1db.html
1318883733,20260819,202608,2026,2026.6274,,,,,,,,,,,CHNEDU,CHINA,CHN,,,,,EDU,,,1,045,045,04,1,5.0,4,1,4,2.48618784530387,0,,,,,,,,4,"Renmin, Liaoning, China",CH,CH19,13182,40.7703,123.792,11215357,4,"Renmin, Liaoning, China",CH,CH19,13182,40.7703,123.792,11215357,20260819000000,http://europe.chinadaily.com.cn/a/202608/18/WS6a840a30a3106bc57421c1db.html
1318883734,20260819,202608,2026,2026.6274,,,,,,,,,,,CHNGOV,CHINA,CHN,,,,,GOV,,,1,043,043,04,1,2.8,2,1,2,4.70297029702971,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260819000000,https://www.koreatimes.co.kr/opinion/20260819/keeping-china-rok-relations-healthy-stable-and-moving-upward
1318883735,20260819,202608,2026,2026.6274,,,,,,,,,,,COD,THE DRC,COD,,,,,,,,0,042,042,04,1,1.9,5,1,5,0.84388185654009,0,,,,,,,,4,"Kigoma, Kigoma, Tanzania",TZ,TZ05,115055,-4.87694,29.6267,-2564740,4,"Kigoma, Kigoma, Tanzania",TZ,TZ05,115055,-4.87694,29.6267,-2564740,20260819000000,https://chimpreports.com/tanzania-drc-call-for-withdrawal-of-foreign-forces-as-tshisekedi-samia-deepen-security-economic-ties/
1318883736,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,036,036,03,1,4.0,10,1,10,-1.86832740213523,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://www.chathamdailynews.ca:443/news/local-news/stratford-chief-explains-need-for-new-police-station
1318883737,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,036,036,03,1,4.0,10,1,10,-2.09723546234509,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260819000000,https://www.dailymail.com/news/article-16061329/Mother-son-walking-teacher-abusing-court-told.html
1318883738,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,040,040,04,1,1.0,10,1,10,-1.86832740213523,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://www.chathamdailynews.ca:443/news/local-news/stratford-chief-explains-need-for-new-police-station
1318883739,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,043,043,04,1,2.8,2,1,2,-5.06756756756757,0,,,,,,,,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,154724,52.1333,-106.667,-573213,4,"Saskatoon, Saskatchewan, Canada",CA,CA11,154724,52.1333,-106.667,-573213,20260819000000,https://www.cjme.com/2026/08/18/saskatoon-anti-abortion-protest-sparks-graphic-image-bylaw-petition/
1318883740,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,057,057,05,1,8.0,10,1,10,-1.86832740213523,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://www.chathamdailynews.ca:443/news/local-news/stratford-chief-explains-need-for-new-police-station
1318883741,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,DEPUTY,,,,,,COP,,,1,112,112,11,3,-2.0,1,1,1,-10.0671140939597,0,,,,,,,,3,"Horry County, South Carolina, United States",US,USSC,,33.9168,-78.9831,1248005,3,"Horry County, South Carolina, United States",US,USSC,,33.9168,-78.9831,1248005,20260819000000,https://www.chathamstartribune.com/news/article_022869c4-e44b-462c-9e92-a1e585cefd20.html
1318883742,20260819,202608,2026,2026.6274,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,1,1123,112,11,3,-2.0,10,1,10,-13.986013986014,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260819000000,https://www.wral.com/news/local/second-person-arrested-goldsboro-shooting-double-murder-teen-charged-august-august-2026/
