GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1294984481,20250319,202503,2025,2025.2164,OPP,ACTIVIST,,,,,,OPP,,,GOVHLH,HEALTH OFFICIAL,,,,,,GOV,HLH,,0,110,110,11,3,-2.0,40,4,40,1.59010600706714,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260319000000,http://www.asiabulletin.com/news/278928978/us-judge-stops-advisory-committee-from-reducing-vaccines-for-children
1294984482,20250319,202503,2025,2025.2164,RUS,RUSSIA,RUS,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,015,015,01,1,0.0,2,1,2,-4.09511228533685,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,1,Russia,RS,RS,,60,100,RS,20260319000000,https://www.nbclosangeles.com/news/national-international/apple-warns-iphone-users-update-ios-hacking-campaigns/3863413/
1294984483,20250319,202503,2025,2025.2164,RUS,RUSSIA,RUS,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,010,010,01,1,0.0,2,1,2,-2.20417633410673,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260319000000,https://www.ktsa.com/how-russia-is-benefitting-from-americas-war-of-choice-in-iran/
1294984484,20250319,202503,2025,2025.2164,RUS,RUSSIA,RUS,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,010,010,01,1,0.0,2,1,2,-2.20417633410673,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260319000000,https://www.ktsa.com/how-russia-is-benefitting-from-americas-war-of-choice-in-iran/
1294984485,20250319,202503,2025,2025.2164,SOM,SOMALI,SOM,,,,,,,,UKR,UKRAINIAN,UKR,,,,,,,,1,112,112,11,3,-2.0,3,1,3,-5.76131687242798,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260319000000,https://www.carlow-nationalist.ie/news/national-news/state-still-trying-to-determine-age-of-vadym-davydenko-murder-accused_arid-91565.html
1294984486,20250319,202503,2025,2025.2164,SOM,SOMALI,SOM,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,112,112,11,3,-2.0,1,1,1,-5.76131687242798,1,Somalia,SO,SO,,6,48,SO,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,1,Somalia,SO,SO,,6,48,SO,20260319000000,https://www.carlow-nationalist.ie/news/national-news/state-still-trying-to-determine-age-of-vadym-davydenko-murder-accused_arid-91565.html
1294984487,20250319,202503,2025,2025.2164,SOM,SOMALI,SOM,,,,,,,,UKR,UKRAINE,UKR,,,,,,,,1,112,112,11,3,-2.0,1,1,1,-5.76131687242798,1,Somalia,SO,SO,,6,48,SO,1,Somalia,SO,SO,,6,48,SO,1,Somalia,SO,SO,,6,48,SO,20260319000000,https://www.carlow-nationalist.ie/news/national-news/state-still-trying-to-determine-age-of-vadym-davydenko-murder-accused_arid-91565.html
1294984488,20250319,202503,2025,2025.2164,SOM,SOMALI,SOM,,,,,,,,UKR,UKRAINIAN,UKR,,,,,,,,1,190,190,19,4,-10.0,3,1,3,-5.76131687242798,1,Somalia,SO,SO,,6,48,SO,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260319000000,https://www.carlow-nationalist.ie/news/national-news/state-still-trying-to-determine-age-of-vadym-davydenko-murder-accused_arid-91565.html
1294984489,20250319,202503,2025,2025.2164,SWEGOV,SWEDEN,SWE,,,,,GOV,,,SWE,SWEDEN,SWE,,,,,,,,0,111,111,11,3,-2.0,1,1,1,-4.90998363338789,4,"Mizan, Ardabil, Iran",IR,IR32,41035,38.365,47.3979,-3075230,4,"Mizan, Ardabil, Iran",IR,IR32,41035,38.365,47.3979,-3075230,4,"Mizan, Ardabil, Iran",IR,IR32,41035,38.365,47.3979,-3075230,20260319000000,https://www.thehindubusinessline.com/news/world/both-sides-in-iran-war-step-up-attacks-on-energy-facilities-as-oil-prices-surge/article70759712.ece
1294984490,20250319,202503,2025,2025.2164,SWEGOV,SWEDEN,SWE,,,,,GOV,,,SWE,SWEDEN,SWE,,,,,,,,0,111,111,11,3,-2.0,2,1,2,-4.90998363338789,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,18316,32.0667,34.7667,-781545,1,Sweden,SW,SW,,62,15,SW,20260319000000,https://www.thehindubusinessline.com/news/world/both-sides-in-iran-war-step-up-attacks-on-energy-facilities-as-oil-prices-surge/article70759712.ece
1294984491,20250319,202503,2025,2025.2164,SWEGOV,SWEDEN,SWE,,,,,GOV,,,SWE,SWEDEN,SWE,,,,,,,,0,111,111,11,3,-2.0,5,1,5,-4.90998363338789,1,Sweden,SW,SW,,62,15,SW,1,Sweden,SW,SW,,62,15,SW,1,Sweden,SW,SW,,62,15,SW,20260319000000,https://www.thehindubusinessline.com/news/world/both-sides-in-iran-war-step-up-attacks-on-energy-facilities-as-oil-prices-surge/article70759712.ece
1294984492,20250319,202503,2025,2025.2164,USA,CINCINNATI,USA,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9.0,2,1,2,-2.36486486486487,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,0,,,,,,,,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,20260319000000,https://www.fox19.com/2026/03/18/survey-shows-fewer-than-1-3-cincinnati-residents-feel-satisfied-with-city-safety/
1294984493,20250319,202503,2025,2025.2164,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,192,192,19,4,-9.5,4,1,4,0.96021947873799,3,"Portland, Oregon, United States",US,USOR,OR051,45.5235,-122.676,1136645,0,,,,,,,,3,"Portland, Oregon, United States",US,USOR,OR051,45.5235,-122.676,1136645,20260319000000,https://www.adn.com/nation-world/2026/03/18/portland-has-a-wonky-secret-to-building-cheaper-houses-other-cities-are-copying/
1294984494,20250319,202503,2025,2025.2164,USA,UNITED STATES,USA,,,,,,,,JUD,FEDERAL COURT,,,,,,JUD,,,1,015,015,01,1,0.0,6,1,6,-11.0859728506788,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,3,"Anchorage, Alaska, United States",US,USAK,AK020,61.2181,-149.9,1398242,20260319000000,https://www.adn.com/alaska-news/crime-courts/2026/03/18/anchorage-doctor-and-husband-sentenced-in-125-million-health-care-fraud-scheme/
1294984495,20250319,202503,2025,2025.2164,USA,UNITED STATES,USA,,,,,,,,JUD,FEDERAL COURT,,,,,,JUD,,,1,173,173,17,4,-5.0,6,1,6,-11.0859728506788,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,2,"Alaska, United States",US,USAK,,61.385,-152.268,AK,20260319000000,https://www.adn.com/alaska-news/crime-courts/2026/03/18/anchorage-doctor-and-husband-sentenced-in-125-million-health-care-fraud-scheme/
1294984496,20250319,202503,2025,2025.2164,USA,ALABAMA,USA,,,,,,,,LEG,SENATE,,,,,,LEG,,,1,120,120,12,3,-4.0,7,1,7,-1.78571428571429,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,2,"Alabama, United States",US,USAL,,32.799,-86.8073,AL,20260319000000,https://www.wbrc.com/2026/03/18/alabama-house-passes-laken-riley-act/
1294984497,20250319,202503,2025,2025.2164,USA,CINCINNATI,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,1821,182,18,4,-9.0,2,1,2,-2.36486486486487,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,20260319000000,https://www.fox19.com/2026/03/18/survey-shows-fewer-than-1-3-cincinnati-residents-feel-satisfied-with-city-safety/
1294984498,20250319,202503,2025,2025.2164,USACOP,CINCINNATI,USA,,,,,COP,,,,,,,,,,,,,1,180,180,18,4,-9.0,3,1,3,-2.36486486486487,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,0,,,,,,,,3,"Cincinnati, Ohio, United States",US,USOH,OH061,39.162,-84.4569,1066650,20260319000000,https://www.fox19.com/2026/03/18/survey-shows-fewer-than-1-3-cincinnati-residents-feel-satisfied-with-city-safety/
1294984499,20250319,202503,2025,2025.2164,USACOP,CINCINNATI,USA,,,,,COP,,,,,,,,,,,,,1,1821,182,18,4,-9.0,6,1,6,-2.36486486486487,3,"Findlay Market, Ohio, United States",US,USOH,OH061,39.1153,-84.5188,1731402,0,,,,,,,,3,"Findlay Market, Ohio, United States",US,USOH,,39.1153,-84.5188,1731402,20260319000000,https://www.fox19.com/2026/03/18/survey-shows-fewer-than-1-3-cincinnati-residents-feel-satisfied-with-city-safety/
1294984500,20260217,202602,2026,2026.1288,BUSLAB,CREDIT UNION,,,,,,BUS,LAB,,BUS,STEELWORKER,,,,,,BUS,,,1,015,015,01,1,0.0,10,1,10,10.233918128655,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260319000000,https://grandforksgazette.ca/2026/03/18/kootenay-savings-columbia-valley-credit-union-employees-align-under-one-agreement/
1294984501,20260217,202602,2026,2026.1288,CANGOV,ONTARIO,CAN,,,,,GOV,,,CAN,CANADA,CAN,,,,,,,,1,020,020,02,1,3.0,2,1,2,-5.86145648312611,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260319000000,https://www.cbc.ca/news/canada/toronto/officials-call-for-reversal-of-temporary-release-of-convicted-murderer-9.7133838
1294984502,20260217,202602,2026,2026.1288,CHN,CHINESE,CHN,,,,,,,,,,,,,,,,,,0,111,111,11,3,-2.0,2,1,2,-1.2893982808023,1,Australia,AS,AS,,-25,135,AS,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,20260319000000,https://www.townsvillebulletin.com.au/motoring/motoring-news/nissan-cuts-pathfinder-juke-leaf-in-australia-as-nves-china-bite/news-story/f1c145a7baf966c39de777747e74c649?nk=0ec06b6d57d50e28bdf7028e1039a94d-1773877641
1294984503,20260312,202603,2026,2026.1973,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,0874,087,08,2,10.0,21,7,21,4.30696498342311,0,,,,,,,,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,20260319000000,https://www.hampshirechronicle.co.uk/news/national/25949423.sarah-ferguson-may-freedom-city-york-stripped-council/
1294984504,20260312,202603,2026,2026.1973,FRA,FRANCE,FRA,,,,,,,,FRABUS,FRENCH,FRA,,,,,BUS,,,0,043,043,04,1,2.8,10,2,10,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984505,20260312,202603,2026,2026.1973,FRA,FRANCE,FRA,,,,,,,,FRABUS,FRANCE,FRA,,,,,BUS,,,0,043,043,04,1,2.8,2,2,2,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984506,20260312,202603,2026,2026.1973,FRA,FRANCE,FRA,,,,,,,,FRABUS,FRANCE,FRA,,,,,BUS,,,0,043,043,04,1,2.8,4,2,4,7.36842105263158,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984507,20260312,202603,2026,2026.1973,FRA,FRENCH,FRA,,,,,,,,IND,MUMBAI,IND,,,,,,,,0,042,042,04,1,1.9,2,2,2,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984508,20260312,202603,2026,2026.1973,FRA,FRENCH,FRA,,,,,,,,IND,MUMBAI,IND,,,,,,,,0,042,042,04,1,1.9,2,2,2,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984509,20260312,202603,2026,2026.1973,FRABUS,FRENCH,FRA,,,,,BUS,,,FRA,FRANCE,FRA,,,,,,,,0,042,042,04,1,1.9,10,2,10,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984510,20260312,202603,2026,2026.1973,FRABUS,FRANCE,FRA,,,,,BUS,,,FRA,FRANCE,FRA,,,,,,,,0,042,042,04,1,1.9,2,2,2,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984511,20260312,202603,2026,2026.1973,FRABUS,FRANCE,FRA,,,,,BUS,,,FRA,FRANCE,FRA,,,,,,,,0,042,042,04,1,1.9,4,2,4,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984512,20260312,202603,2026,2026.1973,GOV,GOVERNMENT,,,,,,GOV,,,NZL,NEW ZEALAND,NZL,,,,,,,,1,0874,087,08,2,10.0,14,7,14,4.30696498342311,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,20260319000000,https://www.hampshirechronicle.co.uk/news/national/25949423.sarah-ferguson-may-freedom-city-york-stripped-council/
1294984513,20260312,202603,2026,2026.1973,IND,MUMBAI,IND,,,,,,,,FRA,FRENCH,FRA,,,,,,,,0,043,043,04,1,2.8,2,2,2,7.36842105263158,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984514,20260312,202603,2026,2026.1973,IND,MUMBAI,IND,,,,,,,,FRA,FRENCH,FRA,,,,,,,,0,043,043,04,1,2.8,2,2,2,7.36842105263158,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Barrot, Auvergne, France",FR,FR98,16248,46.1026,2.76841,-1410496,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260319000000,http://www.asiabulletin.com/news/278930487/former-ambassador-jawed-ashraf-conferred-france-legion-dhonneur-rank-of-commandeur
1294984515,20260312,202603,2026,2026.1973,ISRSET,ISRAELI,ISR,,,,,SET,,,CVL,VILLAGE,,,,,,CVL,,,1,190,190,19,4,-10.0,6,1,6,-6.64010624169986,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20260319000000,https://kesq.com/news/national-world/cnn-world/2026/03/18/palestinian-man-in-the-west-bank-says-he-was-sexually-assaulted-by-israeli-settlers/
1294984516,20260312,202603,2026,2026.1973,OPP,THE OPPOSITION,,,,,,OPP,,,GOV,PRIME MINISTER,,,,,,GOV,,,0,020,020,02,1,3.0,10,1,10,-3.80761523046092,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,20260319000000,https://www.juneesoutherncross.com.au/story/9202613/sogavare-manele-reunite-in-solomons-government/
1294984517,20260312,202603,2026,2026.1973,OPP,THE OPPOSITION,,,,,,OPP,,,GOV,PRIME MINISTER,,,,,,GOV,,,0,020,020,02,1,3.0,10,1,10,-3.3271719038817,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,4,"Merimbula, New South Wales, Australia",AS,AS02,5372,-36.889,149.91,-1587079,20260319000000,https://www.merimbulanewsweekly.com.au/story/9202613/sogavare-manele-reunite-in-solomons-government/
1294984518,20260312,202603,2026,2026.1973,OPP,THE OPPOSITION,,,,,,OPP,,,MEDLEG,JOURNALIST,,,,,,MED,LEG,,0,010,010,01,1,0.0,16,2,16,-3.62744898299371,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,4,"Honiara, Solomon Islands (general), Solomon Islands",BP,BP00,18585,-9.43333,159.95,-1546211,20260319000000,https://www.juneesoutherncross.com.au/story/9202613/sogavare-manele-reunite-in-solomons-government/
