GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1297423549,20250403,202504,2025,2025.2548,CVL,CONSTITUENT,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,1014,101,10,3,-5.0,3,1,3,0.282220131702729,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260403000000,http://chelsearecord.com/2026/04/02/massachusetts-house-passes-the-protect-act/
1297423550,20250403,202504,2025,2025.2548,EDUCVL,STUDENT,,,,,,EDU,CVL,,EDU,STUDENT,,,,,,EDU,,,0,120,120,12,3,-4.0,5,1,5,0.26501766784452,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,http://chelsearecord.com/2026/04/02/school-committee-approves-budget-2/
1297423551,20250403,202504,2025,2025.2548,JUD,JUDGE,,,,,,JUD,,,,,,,,,,,,,1,110,110,11,3,-2.0,5,1,5,-3.47003154574132,3,"City Of Fayetteville, Texas, United States",US,USTX,TX149,29.9061,-96.6744,2410492,0,,,,,,,,3,"City Of Fayetteville, Texas, United States",US,USTX,,29.9061,-96.6744,2410492,20260403000000,https://www.5newsonline.com/article/news/fayetteville-judge-dismisses-lawsuit-against-city-over-short-term-rental-ordinance/527-6ba66c0b-1b23-4e10-966d-1fa3dd98c024
1297423552,20250403,202504,2025,2025.2548,USA,UNITED STATES,USA,,,,,,,,JUD,FEDERAL COURT,,,,,,JUD,,,1,071,071,07,2,7.4,2,1,2,-3.6745406824147,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260403000000,https://www.rawstory.com/james-fishback-2676658405/
1297423553,20250403,202504,2025,2025.2548,USA,UNITED STATES,USA,,,,,,,,PAN,PANAMA,PAN,,,,,,,,1,173,173,17,4,-5.0,16,2,16,-3.33333333333333,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Panama Canal, Panama (general), Panama",PM,PM00,93681,9.33333,-79.9167,-168010,4,"Panama Canal, Panama (general), Panama",PM,PM00,93681,9.33333,-79.9167,-168010,20260403000000,https://mynorthwest.com/national/rubio-accuses-china-of-bullying-for-holding-up-panama-flagged-ships-after-canal-clash/4224305
1297423554,20250403,202504,2025,2025.2548,USA,UNITED STATES,USA,,,,,,,,PAN,PANAMA,PAN,,,,,,,,1,173,173,17,4,-5.0,7,1,7,-2.60521042084168,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,1,Panama,PM,PM,,9,-80,PM,1,Panama,PM,PM,,9,-80,PM,20260403000000,https://www.courant.com/2026/04/02/rubio-china-panama-bullying/
1297423555,20250403,202504,2025,2025.2548,USA,UNITED STATES,USA,,,,,,,,PAN,PANAMA,PAN,,,,,,,,1,173,173,17,4,-5.0,1,1,1,-2.60521042084168,1,Panama,PM,PM,,9,-80,PM,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260403000000,https://www.courant.com/2026/04/02/rubio-china-panama-bullying/
1297423556,20250403,202504,2025,2025.2548,USA,MINNESOTA,USA,,,,,,,,USALEG,UNITED STATES,USA,,,,,LEG,,,1,172,172,17,4,-5.0,2,1,2,-2.22222222222223,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260403000000,https://www.fox9.com/news/minnesota-legislature-nudification-ban-politics
1297423557,20250403,202504,2025,2025.2548,USALEG,MINNESOTA,USA,,,,,LEG,,,,,,,,,,,,,1,172,172,17,4,-5.0,3,1,3,-2.22222222222223,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,0,,,,,,,,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260403000000,https://www.fox9.com/news/minnesota-legislature-nudification-ban-politics
1297423558,20260304,202603,2026,2026.1753,CRM,CRIMINAL,,,,,,CRM,,,USA,ARIZONA,USA,,,,,,,,1,173,173,17,4,-5.0,35,7,35,-2.33766233766234,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,2,"Arizona, United States",US,USAZ,,33.7712,-111.388,AZ,20260403000000,https://www.wdiy.org/npr-news/2026-04-02/trump-administration-sues-three-states-over-attempts-to-regulate-prediction-markets
1297423559,20260304,202603,2026,2026.1753,GOV,STATE GOVERNOR,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,020,020,02,1,3.0,4,1,4,-5.48523206751055,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,2,"Colorado, United States",US,USCO,,39.0646,-105.327,CO,20260403000000,https://www.aljazeera.com/news/2026/4/2/us-court-orders-resentencing-for-colorado-clerk-involved-in-election-scheme
1297423560,20260304,202603,2026,2026.1753,LBN,BEIRUT,LBN,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,195,195,19,4,-10.0,8,1,8,-3.07692307692308,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260403000000,https://www.irishtimes.com/world/middle-east/2026/04/03/mcentee-forced-to-cancel-trip-to-lebanon-after-defence-forces-flagged-concern-over-risks/
1297423561,20260304,202603,2026,2026.1753,LBN,BEIRUT,LBN,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,195,195,19,4,-10.0,2,1,2,-3.07692307692308,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260403000000,https://www.irishtimes.com/world/middle-east/2026/04/03/mcentee-forced-to-cancel-trip-to-lebanon-after-defence-forces-flagged-concern-over-risks/
1297423562,20260327,202603,2026,2026.2384,,,,,,,,,,,LBN,BEIRUT,LBN,,,,,,,,1,154,154,15,4,-7.2,8,1,8,-3.07692307692308,0,,,,,,,,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,20260403000000,https://www.irishtimes.com/world/middle-east/2026/04/03/mcentee-forced-to-cancel-trip-to-lebanon-after-defence-forces-flagged-concern-over-risks/
1297423563,20260327,202603,2026,2026.2384,,,,,,,,,,,MIL,MILITARY,,,,,,MIL,,,0,036,036,03,1,4.0,2,1,2,-3.07692307692308,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260403000000,https://www.irishtimes.com/world/middle-east/2026/04/03/mcentee-forced-to-cancel-trip-to-lebanon-after-defence-forces-flagged-concern-over-risks/
1297423564,20260327,202603,2026,2026.2384,JUD,ATTORNEY,,,,,,JUD,,,USA,SAN FRANCISCO,USA,,,,,,,,1,020,020,02,1,3.0,2,1,2,-3.28542094455853,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20260403000000,https://www.sandiegouniontribune.com/2026/04/02/trump-administration-appeal-pentagon-anthropic/
1297423565,20260327,202603,2026,2026.2384,JUD,ATTORNEY,,,,,,JUD,,,USAJUD,SAN FRANCISCO,USA,,,,,JUD,,,1,020,020,02,1,3.0,3,1,3,-3.28542094455853,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260403000000,https://www.sandiegouniontribune.com/2026/04/02/trump-administration-appeal-pentagon-anthropic/
1297423566,20260327,202603,2026,2026.2384,MIL,MILITARY,,,,,,MIL,,,,,,,,,,,,,0,036,036,03,1,4.0,2,1,2,-3.07692307692308,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,20260403000000,https://www.irishtimes.com/world/middle-east/2026/04/03/mcentee-forced-to-cancel-trip-to-lebanon-after-defence-forces-flagged-concern-over-risks/
1297423567,20260327,202603,2026,2026.2384,MIL,MILITARY,,,,,,MIL,,,,,,,,,,,,,0,090,090,09,2,-2.0,2,1,2,-3.07692307692308,1,United Kingdom,UK,UK,,54,-4,UK,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,20260403000000,https://www.irishtimes.com/world/middle-east/2026/04/03/mcentee-forced-to-cancel-trip-to-lebanon-after-defence-forces-flagged-concern-over-risks/
1297423568,20260327,202603,2026,2026.2384,USA,TEXAS,USA,,,,,,,,USALEG,UNITED STATES,USA,,,,,LEG,,,1,084,084,08,2,7.0,2,1,2,0,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,,34.8375,-106.237,NM,20260403000000,https://www.independent.co.uk/news/world/americas/us-politics/us-map-changes-new-mexico-texas-b2951246.html
1297423569,20260403,202604,2026,2026.2548,,,,,,,,,,,ARE,DUBAI,ARE,,,,,,,,1,043,043,04,1,2.8,296,1,296,-2.4866785079929,0,,,,,,,,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20260403000000,https://v97fm.iheart.com/content/2026-04-02-cruise-lines-change-itineraries-as-ships-stranded-in-middle-eastern-ports/
1297423570,20260403,202604,2026,2026.2548,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,020,020,02,1,3.0,8,1,8,-14.3646408839779,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260403000000,https://www.skynews.com.au/australia-news/crime/man-charged-with-murder-after-58yearold-allegedly-stabbed-to-death-in-western-sydney-suburb-of-emu-plains/news-story/4efeb4132f5c6b54930d13708a582d18?nk=367a7ff0f16977d040c6533abbbd3727-1775173630
1297423571,20260403,202604,2026,2026.2548,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,043,043,04,1,2.8,3,1,3,-0.69156293222684,0,,,,,,,,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20260403000000,https://www.abc.net.au/news/2026-04-03/bookings-down-in-peak-easter-holiday-season-for-wa-tourist-towns/106515890
1297423572,20260403,202604,2026,2026.2548,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,112,112,11,3,-2.0,4,1,4,-1.88022284122563,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260403000000,https://www.alligator.org/article/2026/04/social-28-tenants-file-worker-conduct-complaints
1297423573,20260403,202604,2026,2026.2548,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,114,114,11,3,-2.0,4,1,4,-1.88022284122563,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260403000000,https://www.alligator.org/article/2026/04/social-28-tenants-file-worker-conduct-complaints
1297423574,20260403,202604,2026,2026.2548,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,190,190,19,4,-10.0,4,1,4,-4.00943396226416,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260403000000,https://www.skynews.com.au/breaking-news/david-v-goliath-situation-aussie-swimwear-brand-locked-in-trademark-battle-with-rapper-eminem/news-story/005170f1b1a399bd8a07c022dfff1764?nk=1fcf4e811b33f3f426071e79c79c0b54-1775173608
1297423575,20260403,202604,2026,2026.2548,,,,,,,,,,,AUSGOV,PENNY WONG,AUS,,,,,GOV,,,1,040,040,04,1,1.0,20,2,20,-2.34654555463803,0,,,,,,,,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20260403000000,https://www.moreechampion.com.au/story/9213287/nations-hold-productive-talks-on-iran-war-oil-crisis/
1297423576,20260403,202604,2026,2026.2548,,,,,,,,,,,AUSGOV,PENNY WONG,AUS,,,,,GOV,,,1,040,040,04,1,1.0,20,2,20,-2.34654555463803,0,,,,,,,,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260403000000,https://www.moreechampion.com.au/story/9213287/nations-hold-productive-talks-on-iran-war-oil-crisis/
1297423577,20260403,202604,2026,2026.2548,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,040,040,04,1,1.0,10,1,10,2.84697508896797,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,https://www.wsoctv.com/news/local/rockingham-kicks-off-nascar-weekend-with-thunderfest/BU2IY562NVAGTC7UAKICHHYZIY/
1297423578,20260403,202604,2026,2026.2548,,,,,,,,,,,BUS,CHAMBER OF COMMERCE,,,,,,BUS,,,1,040,040,04,1,1.0,10,1,10,1.17370892018779,0,,,,,,,,3,"Leon County, Florida, United States",US,USFL,,30.4946,-84.2082,306916,2,"Florida, United States",US,USFL,,27.8333,-81.717,FL,20260403000000,https://www.wctv.tv/2026/04/02/floridas-economy-now-15th-largest-world-tallahassee-not-yet-feeling-boom/
1297423579,20260403,202604,2026,2026.2548,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,051,051,05,1,3.4,10,1,10,4.73933649289099,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,https://gazette.com/2026/04/02/colorado-springs-exponential-impact-open-applications-for-small-business-loans/
1297423580,20260403,202604,2026,2026.2548,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,071,071,07,2,7.4,10,1,10,0.37037037037037,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,https://finance.yahoo.com/markets/options/articles/business-owner-1-2-million-161147325.html
1297423581,20260403,202604,2026,2026.2548,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,192,192,19,4,-9.5,10,1,10,0.37037037037037,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,https://finance.yahoo.com/markets/options/articles/business-owner-1-2-million-161147325.html
1297423582,20260403,202604,2026,2026.2548,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,046,046,04,1,7.0,6,1,6,-3.93939393939393,0,,,,,,,,4,"Lake Champlain, Canada (general), Canada",CA,CA00,31486,44.5,-73.3333,-562389,4,"Lake Champlain, Canada (general), Canada",CA,CA00,31486,44.5,-73.3333,-562389,20260403000000,https://www.backpacker.com/trips/trips-by-state/vermont-trails/the-best-hikes-in-vermont-for-big-views-and-quiet-moments/
1297423583,20260403,202604,2026,2026.2548,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,110,110,11,3,-2.0,2,1,2,-0.70671378091873,0,,,,,,,,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260403000000,https://ottawacitizen.com:443/public-service/canada-revenue-agency-cra-workforce-adjustment-wfas
1297423584,20260403,202604,2026,2026.2548,,,,,,,,,,,CAN,VANCOUVER,CAN,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-4.67032967032967,0,,,,,,,,4,"Vancouver, British Columbia, Canada",CA,CA02,12552,49.25,-123.133,-575268,4,"New Westminster, British Columbia, Canada",CA,CA02,12552,49.2167,-122.917,-570133,20260403000000,https://globalnews.ca/news/11757745/man-arrested-string-high-value-pokemon-card-robberies-vancouver/
1297423585,20260403,202604,2026,2026.2548,,,,,,,,,,,CHRPRO300,PRESBYTERIAN,,,,CHR,PRO,,,,1,042,042,04,1,1.9,5,1,5,2.64900662251655,0,,,,,,,,3,"Richmond, Virginia, United States",US,USVA,VA760,37.5538,-77.4603,1499957,3,"Richmond, Virginia, United States",US,USVA,VA760,37.5538,-77.4603,1499957,20260403000000,https://riverheadlocal.com/2026/04/02/shirley-s-anderson-95/
1297423586,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,020,020,02,1,3.0,10,1,10,-4.04040404040404,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260403000000,https://www.turnto23.com/news/in-your-neighborhood/bakersfield/believe-survivors-cesar-chavez-mural-in-downtown-bakersfield-defaced
1297423587,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,036,036,03,1,4.0,6,1,6,2.17391304347827,0,,,,,,,,3,"Platte Valley Fire Protection District, Colorado, United States",US,USCO,,40.3894,-104.565,2666966,3,"Platte Valley Fire Protection District, Colorado, United States",US,USCO,,40.3894,-104.565,2666966,20260403000000,https://whbl.com/2026/04/02/jim-klug-is-appointed-to-serve-as-city-of-plymouth-fire-chief/
1297423588,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE CHIEF,,,,,,COP,,,1,040,040,04,1,1.0,5,1,5,5.26315789473684,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,https://www.wsoctv.com/news/local/monroe-police-departments-k-9-ivy-graduates-therapy-dog-program/F676DT232ZE33I5CFOZT2F4P3M/
1297423589,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,043,043,04,1,2.8,40,3,30,-3.13138118683597,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260403000000,https://hopestandard.com/2026/04/02/chilliwack-rcmp-seek-witnesses-dash-cam-footage-of-bench-road-fire-in-ryder-lake/
1297423590,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,080,080,08,2,5.0,10,1,10,-5.88235294117647,0,,,,,,,,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260403000000,https://livenews.co.nz/2026/04/03/burglary-main-south-road-christchurch/
1297423591,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,0841,084,08,2,7.0,20,2,20,-6.74157303370786,0,,,,,,,,1,Sweden,SW,SW,,62,15,SW,1,Sweden,SW,SW,,62,15,SW,20260403000000,https://kmhk.com/ixp/366/p/woman-investigation-stalking-ghost-tobias-forge/
1297423592,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5.0,5,1,5,-14.3646408839779,0,,,,,,,,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260403000000,https://www.skynews.com.au/australia-news/crime/man-charged-with-murder-after-58yearold-allegedly-stabbed-to-death-in-western-sydney-suburb-of-emu-plains/news-story/4efeb4132f5c6b54930d13708a582d18?nk=367a7ff0f16977d040c6533abbbd3727-1775173630
1297423593,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,173,173,17,4,-5.0,10,1,10,-7.73809523809524,0,,,,,,,,4,"Mount Pleasant, New Brunswick, Canada",CA,CA04,12607,46.4,-67.4833,-569702,4,"Mount Pleasant, New Brunswick, Canada",CA,CA04,12607,46.4,-67.4833,-569702,20260403000000,https://www.abc.net.au/news/2026-04-03/police-arrest-dozens-in-ballarat-car-thefts-operation/106529690
1297423594,20260403,202604,2026,2026.2548,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,173,173,17,4,-5.0,40,2,20,-12.5903925619834,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260403000000,https://www.theleader.com.au/story/9213434/more-teen-boys-charged-over-violent-extremist-material/
