GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1308294982,20260603,202606,2026,2026.4192,,,,,,,,,,,USAEDU,UNITED STATES,USA,,,,,EDU,,,1,020,020,02,1,3.0,4,1,4,1.01465614430665,0,,,,,,,,3,"Ross Valley, California, United States",US,USCA,,37.9488,-122.545,231914,3,"Ross Valley, California, United States",US,USCA,,37.9488,-122.545,231914,20260610020000,https://www.marinij.com/2026/06/09/marin-election-update-brings-mixed-news-for-schools/
1308294983,20260603,202606,2026,2026.4192,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,4,1,4,-2.57648953301127,4,"Medicine Hat, Alberta, Canada",CA,CA01,12520,50.0333,-110.683,-569088,0,,,,,,,,4,"Medicine Hat, Alberta, Canada",CA,CA01,12520,50.0333,-110.683,-569088,20260610020000,https://calgary.citynews.ca/2026/06/09/alberta-town-orders-removal-of-pro-separation-billboard-calling-it-a-nuisance/
1308294984,20260603,202606,2026,2026.4192,CAN,OTTAWA,CAN,,,,,,,,,,,,,,,,,,1,084,084,08,2,7.0,7,1,7,-0.38363171355498,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,0,,,,,,,,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260610020000,https://calgary.citynews.ca/2026/06/09/ottawas-new-digital-safety-act-expected-to-include-under-16-social-media-ban/
1308294985,20260603,202606,2026,2026.4192,CHN,CHINA,CHN,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,10,1,10,1.01910828025477,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,0,,,,,,,,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20260610020000,https://www.eurasiareview.com/10062026-xis-calculated-return-to-north-korea-analysis/
1308294986,20260603,202606,2026,2026.4192,CHRCVL,CHRISTIAN,,,,CHR,,CVL,,,ISR,ISRAEL,ISR,,,,,,,,0,130,130,13,3,-4.4,2,1,2,-3.25018896447468,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,1,Israel,IS,IS,,31.5,34.75,IS,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,20260610020000,https://www.butlereagle.com/20260609/u-s-says-it-has-begun-strikes-against-iran-following-crash-of-army-apache/
1308294987,20260603,202606,2026,2026.4192,IRL,IRELAND,IRL,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,051,051,05,1,3.4,4,1,4,3.46020761245674,1,Ireland,EI,EI,,53,-8,EI,1,Ireland,EI,EI,,53,-8,EI,1,Ireland,EI,EI,,53,-8,EI,20260610020000,https://www.thewrap.com/creative-content/movies/martin-scorsese-slammed-art-directors-guild-ai-support/
1308294988,20260603,202606,2026,2026.4192,NZL,NEW ZEALAND,NZL,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,172,172,17,4,-5.0,2,1,2,-6.74603174603174,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20260610020000,https://forward.com/fast-forward/830555/france-bans-smotrich-as-6-countries-impose-new-sanctions-over-israeli-settler-violence/
1308294989,20260603,202606,2026,2026.4192,NZL,NEW ZEALAND,NZL,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,172,172,17,4,-5.0,2,1,2,-6.74603174603174,1,New Zealand,NZ,NZ,,-42,174,NZ,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,1,New Zealand,NZ,NZ,,-42,174,NZ,20260610020000,https://forward.com/fast-forward/830555/france-bans-smotrich-as-6-countries-impose-new-sanctions-over-israeli-settler-violence/
1308294990,20260603,202606,2026,2026.4192,NZL,NEW ZEALAND,NZL,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,172,172,17,4,-5.0,6,1,6,-6.74603174603174,1,New Zealand,NZ,NZ,,-42,174,NZ,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,1,New Zealand,NZ,NZ,,-42,174,NZ,20260610020000,https://forward.com/fast-forward/830555/france-bans-smotrich-as-6-countries-impose-new-sanctions-over-israeli-settler-violence/
1308294991,20260603,202606,2026,2026.4192,UKR,UKRAINE,UKR,,,,,,,,,,,,,,,,,,0,051,051,05,1,3.4,10,1,10,0.19607843137255,1,Turkey,TU,TU,,39.059012,34.911546,TU,0,,,,,,,,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260610020000,https://www.atlanticcouncil.org/blogs/ukrainealert/the-ukraine-support-act-sends-a-strong-signal-even-if-it-wont-send-weapons/
1308294992,20260610,202606,2026,2026.4384,,,,,,,,,,,BEL,BRUSSELS,BEL,,,,,,,,1,036,036,03,1,4.0,10,1,10,1.32325141776938,0,,,,,,,,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,4,"Brussels, Bruxelles-Capitale, Belgium",BE,BE11,5850,50.8333,4.33333,-1955538,20260610020000,https://www.businesstimes.com.sg/international/asean/thailand-pushes-eu-free-trade-deal-reduce-us-reliance
1308294993,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,COMPANIES,,,,,,BUS,,,1,020,020,02,1,3.0,5,1,5,-7.53424657534246,0,,,,,,,,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20260610020000,https://www.waff.com/2026/06/09/alabama-ag-sends-cease-and-desist-letters-multiple-companies-over-abortion-pill-sales/
1308294994,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,INVESTOR,,,,,,BUS,,,1,020,020,02,1,3.0,5,1,5,-3.52941176470588,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260610020000,https://finance.yahoo.com/markets/crypto/articles/dwf-executive-warns-strategy-bitmine-134215267.html
1308294995,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,MERCHANT,,,,,,BUS,,,1,036,036,03,1,4.0,10,1,10,0.80645161290323,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260610020000,https://www.wbng.com/2026/06/09/southern-tier-red-cross-seeks-urgent-blood-donations-amid-drop-donations/
1308294996,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,040,040,04,1,1.0,2,1,2,3.26223337515684,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Goregaon, Maharashtra, India",IN,IN16,17777,18.1667,73.3,-2096623,20260610020000,https://www.afaqs.com/afaqs-live-events/conferences/afaqs-marketers-excellence-conference-2026-decoding-the-future-of-marketing-in-the-ai-era-12018897
1308294997,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,BUSINESS LEADER,,,,,,BUS,,,1,045,045,04,1,5.0,5,1,5,1.73410404624277,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260610020000,https://flaglerlive.com/educ-foundation-125/
1308294998,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,COMPANIES,,,,,,BUS,,,1,163,163,16,4,-8.0,10,1,10,-4.81481481481482,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,China,CH,CH,,35,105,CH,20260610020000,https://www.executivegov.com/articles/war-department-188-chinese-companies-list
1308294999,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,192,192,19,4,-9.5,6,1,6,-1.30010834236186,0,,,,,,,,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260610020000,https://economictimes.indiatimes.com/tech/funding/exponent-energy-secures-rs-200-crore-funding-from-360-one-asset-tdk-ventures/articleshow/131614315.cms
1308295000,20260610,202606,2026,2026.4384,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,0,192,192,19,4,-9.5,4,1,4,-1.30010834236186,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260610020000,https://economictimes.indiatimes.com/tech/funding/exponent-energy-secures-rs-200-crore-funding-from-360-one-asset-tdk-ventures/articleshow/131614315.cms
1308295001,20260610,202606,2026,2026.4384,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,051,051,05,1,3.4,4,1,4,-2.57648953301127,0,,,,,,,,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260610020000,https://calgary.citynews.ca/2026/06/09/alberta-town-orders-removal-of-pro-separation-billboard-calling-it-a-nuisance/
1308295002,20260610,202606,2026,2026.4384,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,020,020,02,1,3.0,10,1,10,-4.52674897119342,0,,,,,,,,3,"Green Lake, Montana, United States",US,USMT,,45.0341,-109.664,784280,3,"Green Lake, Montana, United States",US,USMT,,45.0341,-109.664,784280,20260610020000,"http://www.sitkasentinel.com/stories/police-blotterjune-9-2026,147564"
1308295003,20260610,202606,2026,2026.4384,,,,,,,,,,,COP,DEPUTY,,,,,,COP,,,0,040,040,04,1,1.0,10,1,10,5.28846153846154,0,,,,,,,,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260610020000,https://pragativadi.com/pm-modi-completes-12-years-in-office-becomes-indias-longest-serving-elected-prime-minister/
1308295004,20260610,202606,2026,2026.4384,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,046,046,04,1,7.0,10,1,10,-4.16666666666667,0,,,,,,,,2,"Oregon, United States",US,USOR,,44.5672,-122.127,OR,2,"Oregon, United States",US,USOR,,44.5672,-122.127,OR,20260610020000,https://97rockonline.com/ixp/112/p/stuffed-bear-narcotics-case/
1308295005,20260610,202606,2026,2026.4384,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,050,050,05,1,3.5,5,1,5,-3.04761904761905,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260610020000,https://www.turnto23.com/news/in-your-neighborhood/bakersfield/chief-of-police-discusses-hostage-standoff-as-chase-building-reopens
1308295006,20260610,202606,2026,2026.4384,,,,,,,,,,,CVL,IMMIGRANT,,,,,,CVL,,,1,051,051,05,1,3.4,10,1,10,-0.93457943925234,0,,,,,,,,4,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,4,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,20260610020000,https://www.eurasiareview.com/09062026-how-healthcare-systems-shape-native-preferences-for-immigrants/
1308295007,20260610,202606,2026,2026.4384,,,,,,,,,,,CVLCVL,CIVILIAN,,,,,,CVL,CVL,,1,194,194,19,4,-10.0,6,1,6,-5.75221238938053,0,,,,,,,,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260610020000,https://www.marklevinshow.com/2026/06/09/june-9th-2026/
1308295008,20260610,202606,2026,2026.4384,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,020,020,02,1,3.0,1,1,1,1.01465614430665,0,,,,,,,,3,"Ross Valley, California, United States",US,USCA,,37.9488,-122.545,231914,3,"Ross Valley, California, United States",US,USCA,,37.9488,-122.545,231914,20260610020000,https://www.marinij.com/2026/06/09/marin-election-update-brings-mixed-news-for-schools/
1308295009,20260610,202606,2026,2026.4384,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,040,040,04,1,1.0,10,1,10,1.01465614430665,0,,,,,,,,3,"Marin County, California, United States",US,USCA,,38.0666,-122.734,277285,3,"Marin County, California, United States",US,USCA,,38.0666,-122.734,277285,20260610020000,https://www.marinij.com/2026/06/09/marin-election-update-brings-mixed-news-for-schools/
1308295010,20260610,202606,2026,2026.4384,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,042,042,04,1,1.9,3,1,3,-1.88235294117647,0,,,,,,,,3,"Roslindale, Massachusetts, United States",US,USMA,MA025,42.2912,-71.1245,612992,3,"Roslindale, Massachusetts, United States",US,USMA,MA025,42.2912,-71.1245,612992,20260610020000,https://www.wbur.org/news/2026/06/09/boston-school-bus-transdev-fine
1308295011,20260610,202606,2026,2026.4384,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,043,043,04,1,2.8,6,1,6,-9.52380952380954,0,,,,,,,,3,"Collin County, Texas, United States",US,USTX,,33.2001,-96.5669,1383828,3,"Collin County, Texas, United States",US,USTX,,33.2001,-96.5669,1383828,20260610020000,https://economictimes.indiatimes.com/us/news/who-is-karmelo-anthony-texas-teen-sentenced-to-35-years-for-murder-of-austin-metcalf-in-frisco-track-meet-stabbing/articleshow/131622507.cms
1308295012,20260610,202606,2026,2026.4384,,,,,,,,,,,FRA,FRANCE,FRA,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-7.64525993883791,0,,,,,,,,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,20260610020000,https://themedialine.org/mideast-mindset/medicine-and-the-defeat-of-demons/
1308295013,20260610,202606,2026,2026.4384,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,042,042,04,1,1.9,6,1,6,-5.55555555555555,0,,,,,,,,4,"Frimley, Surrey, United Kingdom",UK,UKN7,40133,51.3,-0.733333,-2596565,4,"Frimley, Surrey, United Kingdom",UK,UKN7,40133,51.3,-0.733333,-2596565,20260610020000,https://www.newzimbabwe.com/uk-zimbabwean-nurse-struck-off-register-after-making-19500-by-adding-shifts-she-did-not-work/
1308295014,20260610,202606,2026,2026.4384,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,043,043,04,1,2.8,1,1,1,1.7125382262997,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,3,"Manhattan School Of Music, New York, United States",US,USNY,,40.8122,-73.9614,2571032,20260610020000,https://www.okayafrica.com/how-miles-davis-shaped-hugh-masekela-and-generations-beyond/1432044
1308295015,20260610,202606,2026,2026.4384,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,173,173,17,4,-5.0,6,1,6,-5.55555555555555,0,,,,,,,,4,"Frimley, Surrey, United Kingdom",UK,UKN7,40133,51.3,-0.733333,-2596565,4,"Frimley, Surrey, United Kingdom",UK,UKN7,40133,51.3,-0.733333,-2596565,20260610020000,https://www.newzimbabwe.com/uk-zimbabwean-nurse-struck-off-register-after-making-19500-by-adding-shifts-she-did-not-work/
1308295016,20260610,202606,2026,2026.4384,,,,,,,,,,,GOV,CHIEF MINISTER,,,,,,GOV,,,0,036,036,03,1,4.0,10,1,10,5.28846153846154,0,,,,,,,,1,India,IN,IN,,20,77,IN,1,India,IN,IN,,20,77,IN,20260610020000,https://pragativadi.com/pm-modi-completes-12-years-in-office-becomes-indias-longest-serving-elected-prime-minister/
1308295017,20260610,202606,2026,2026.4384,,,,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,051,051,05,1,3.4,2,1,2,3.56731875719218,0,,,,,,,,3,"Colleyville, Texas, United States",US,USTX,TX439,32.881,-97.155,1373161,3,"Colleyville, Texas, United States",US,USTX,TX439,32.881,-97.155,1373161,20260610020000,https://fortworthbusiness.com/featured/george-howard-shotwell-1943-2026/
1308295018,20260610,202606,2026,2026.4384,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,051,051,05,1,3.4,40,1,40,6.06527328265122,0,,,,,,,,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260610020000,https://www.scoop.co.nz/stories/PA2606/S00080/land-use-flexibility-greater-options-for-whenua-maori.htm
1308295019,20260610,202606,2026,2026.4384,,,,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,051,051,05,1,3.4,8,1,8,3.56731875719218,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260610020000,https://fortworthbusiness.com/featured/george-howard-shotwell-1943-2026/
1308295020,20260610,202606,2026,2026.4384,,,,,,,,,,,GOV,GOVERNOR,,,,,,GOV,,,0,190,190,19,4,-10.0,6,1,6,-0.5464480874317,0,,,,,,,,3,"Calcasieu Parish, Louisiana, United States",US,USLA,,30.2335,-93.3502,558468,3,"Calcasieu Parish, Louisiana, United States",US,USLA,,30.2335,-93.3502,558468,20260610020000,https://www.kplctv.com/2026/06/10/she-meant-everything-tammy-vincent-longtime-advocate-swla-sexual-assault-survivors-passes-away/
1308295021,20260610,202606,2026,2026.4384,,,,,,,,,,,HLH,PHYSICIAN,,,,,,HLH,,,0,040,040,04,1,1.0,10,1,10,-2.81582952815829,0,,,,,,,,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,20260610020000,https://www.eurasiareview.com/10062026-reflections-on-brain-death-hope-and-the-limits-of-certainty-oped/
1308295022,20260610,202606,2026,2026.4384,,,,,,,,,,,HLH,PHYSICIAN,,,,,,HLH,,,0,042,042,04,1,1.9,5,1,5,-2.81582952815829,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260610020000,https://www.eurasiareview.com/10062026-reflections-on-brain-death-hope-and-the-limits-of-certainty-oped/
1308295023,20260610,202606,2026,2026.4384,,,,,,,,,,,HLH,PHYSICIAN,,,,,,HLH,,,0,043,043,04,1,2.8,6,1,6,-2.81582952815829,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260610020000,https://www.eurasiareview.com/10062026-reflections-on-brain-death-hope-and-the-limits-of-certainty-oped/
1308295024,20260610,202606,2026,2026.4384,,,,,,,,,,,IND,MUMBAI,IND,,,,,,,,1,040,040,04,1,1.0,3,1,3,3.26223337515684,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Goregaon, Maharashtra, India",IN,IN16,17777,18.1667,73.3,-2096623,20260610020000,https://www.afaqs.com/afaqs-live-events/conferences/afaqs-marketers-excellence-conference-2026-decoding-the-future-of-marketing-in-the-ai-era-12018897
1308295025,20260610,202606,2026,2026.4384,,,,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,080,080,08,2,5.0,4,1,4,0.65451145395044,0,,,,,,,,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20260610020000,https://www.camera.org/article/crisis-magazine-interview-features-problems-relating-to-israel-and-zionism/
1308295026,20260610,202606,2026,2026.4384,,,,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,190,190,19,4,-10.0,4,1,4,-7.21271393643032,0,,,,,,,,4,"University Of Haifa, H_efa, Israel",IS,IS04,18312,32.7618,35.0195,11470486,4,"University Of Haifa, H_efa, Israel",IS,IS04,18312,32.7618,35.0195,11470486,20260610020000,https://themedialine.org/top-stories/hezbollah-was-meant-to-help-hezbollah-not-the-opposite-haifa-university-professor-tells-tml/
1308295027,20260610,202606,2026,2026.4384,,,,,,,,,,,ITA,ITALY,ITA,,,,,,,,1,042,042,04,1,1.9,1,1,1,0,0,,,,,,,,1,Italy,IT,IT,,42.833333,12.833333,IT,1,Russia,RS,RS,,60,100,RS,20260610020000,https://economictimes.indiatimes.com/news/science/nasas-artemis-iii-crew-a-test-pilot-an-italian-a-record-holder-and-a-first-timer/articleshow/131622523.cms
1308295028,20260610,202606,2026,2026.4384,,,,,,,,,,,JUD,DEFENSE ATTORNEY,,,,,,JUD,,,0,042,042,04,1,1.9,6,1,6,-12.1495327102803,0,,,,,,,,3,"Memorial High School, Texas, United States",US,USTX,,29.781,-95.522,1374875,3,"Memorial High School, Texas, United States",US,USTX,,29.781,-95.522,1374875,20260610020000,https://www.thenews.com.pk/latest/1405376-karmelo-anthony-sentenced-to-35-years-in-prison-in-austin-metcalfs-murder-case
