GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1324182258,20250922,202509,2025,2025.7178,USAMED,REUTERS,USA,,,,,MED,,,LEG,CONGRESS,,,,,,LEG,,,1,020,020,02,1,3.0,1,1,1,-7.07964601769911,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Newark, New Jersey, United States",US,USNJ,NJ013,40.7357,-74.1724,878762,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260922014500,https://economictimes.indiatimes.com/news/international/us/hundreds-of-flights-canceled-across-major-us-airports-after-cable-cut-by-construction-workers-check-list-of-airports-affected/articleshow/134400014.cms
1324182259,20250922,202509,2025,2025.7178,USAMED,REUTERS,USA,,,,,MED,,,USA,UNITED STATES,USA,,,,,,,,1,020,020,02,1,3.0,2,1,2,-7.07964601769911,3,"Newark, New Jersey, United States",US,USNJ,NJ013,40.7357,-74.1724,878762,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,3,"Boston, Massachusetts, United States",US,USMA,MA025,42.3584,-71.0598,617565,20260922014500,https://economictimes.indiatimes.com/news/international/us/hundreds-of-flights-canceled-across-major-us-airports-after-cable-cut-by-construction-workers-check-list-of-airports-affected/articleshow/134400014.cms
1324182260,20250922,202509,2025,2025.7178,USAMED,REUTERS,USA,,,,,MED,,,USA,UNITED STATES,USA,,,,,,,,1,020,020,02,1,3.0,1,1,1,-7.07964601769911,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,3,"Newark, New Jersey, United States",US,USNJ,NJ013,40.7357,-74.1724,878762,3,"Newark, New Jersey, United States",US,USNJ,NJ013,40.7357,-74.1724,878762,20260922014500,https://economictimes.indiatimes.com/news/international/us/hundreds-of-flights-canceled-across-major-us-airports-after-cable-cut-by-construction-workers-check-list-of-airports-affected/articleshow/134400014.cms
1324182261,20260915,202609,2026,2026.6986,CAN,CANADA,CAN,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,2,1,2,2.76923076923077,1,Canada,CA,CA,,60,-96,CA,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260922014500,https://indianewengland.com/canadas-anita-anand-says-she-looks-forward-to-meeting-jaishankar-on-trade-pact/
1324182262,20260915,202609,2026,2026.6986,CHN,CHINA,CHN,,,,,,,,USA,THE US,USA,,,,,,,,1,010,010,01,1,0.0,1,1,1,-2.09723546234509,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182263,20260915,202609,2026,2026.6986,CHN,CHINA,CHN,,,,,,,,USA,THE US,USA,,,,,,,,1,010,010,01,1,0.0,1,1,1,-2.09723546234509,1,Kyrgyzstan,KG,KG,,41,75,KG,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182264,20260915,202609,2026,2026.6986,CHNBUS,CHINESE,CHN,,,,,BUS,,,DEU,GERMAN,DEU,,,,,,,,1,042,042,04,1,1.9,3,1,3,-2.09723546234509,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182265,20260915,202609,2026,2026.6986,DEU,GERMAN,DEU,,,,,,,,CHNBUS,CHINESE,CHN,,,,,BUS,,,1,043,043,04,1,2.8,2,1,2,-2.09723546234509,1,Germany,GM,GM,,51.5,10.5,GM,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182266,20260915,202609,2026,2026.6986,DEU,GERMANY,DEU,,,,,,,,CHNBUS,CHINA,CHN,,,,,BUS,,,1,043,043,04,1,2.8,1,1,1,-2.09723546234509,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182267,20260915,202609,2026,2026.6986,DEU,GERMAN,DEU,,,,,,,,IDN,JAKARTA,IDN,,,,,,,,1,043,043,04,1,2.8,3,1,3,-2.09723546234509,1,Germany,GM,GM,,51.5,10.5,GM,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182268,20260915,202609,2026,2026.6986,DEU,GERMAN,DEU,,,,,,,,IDN,JAKARTA,IDN,,,,,,,,1,043,043,04,1,2.8,2,1,2,-2.09723546234509,1,Germany,GM,GM,,51.5,10.5,GM,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,18585,-6.17444,106.829,-2679652,1,Germany,GM,GM,,51.5,10.5,GM,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182269,20260915,202609,2026,2026.6986,DJI,DJIBOUTI,DJI,,,,,,,,YEM,YEMEN,YEM,,,,,,,,1,073,073,07,2,7.4,4,1,4,-8.31721470019342,4,"Obock, Obock, Djibouti",DJ,DJ04,15278,11.9631,43.2906,-2036711,1,Yemen,YM,YM,,15.5,47.5,YM,1,Yemen,YM,YM,,15.5,47.5,YM,20260922014500,https://www.breitbart.com/africa/2026/09/21/djibouti-struggles-process-thousands-yemeni-refugees-fleeing-houthis/
1324182270,20260915,202609,2026,2026.6986,IDN,JAKARTA,IDN,,,,,,,,DEU,GERMAN,DEU,,,,,,,,1,042,042,04,1,1.9,1,1,1,-2.09723546234509,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182271,20260915,202609,2026,2026.6986,IDN,JAKARTA,IDN,,,,,,,,DEU,GERMAN,DEU,,,,,,,,1,042,042,04,1,1.9,4,1,4,-2.09723546234509,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182272,20260915,202609,2026,2026.6986,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,CAN,CANADA,CAN,,,,,,,,0,032,032,03,1,4.5,2,1,2,-2.09723546234509,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182273,20260915,202609,2026,2026.6986,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,CAN,CANADA,CAN,,,,,,,,0,032,032,03,1,4.5,8,1,8,-2.09723546234509,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182274,20260915,202609,2026,2026.6986,IRN,IRAN,IRN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,043,043,04,1,2.8,4,1,4,-3.79858657243816,1,Iran,IR,IR,,32,53,IR,3,"Council Bluffs, Iowa, United States",US,USIA,,41.2619,-95.8608,455672,1,Iran,IR,IR,,32,53,IR,20260922014500,http://www.thegazette.com/news/elections/iowa-lawmakers-seek-diesel-export-limits-fuel-tax-relief/article_ebc019e5-7b67-445f-8fd6-d80e11eb1500.html
1324182275,20260915,202609,2026,2026.6986,IRN,IRAN,IRN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,100,100,10,3,-5.0,2,1,2,-3.79858657243816,1,Iran,IR,IR,,32,53,IR,3,"Council Bluffs, Iowa, United States",US,USIA,,41.2619,-95.8608,455672,3,"Council Bluffs, Iowa, United States",US,USIA,,41.2619,-95.8608,455672,20260922014500,http://www.thegazette.com/news/elections/iowa-lawmakers-seek-diesel-export-limits-fuel-tax-relief/article_ebc019e5-7b67-445f-8fd6-d80e11eb1500.html
1324182276,20260915,202609,2026,2026.6986,IRN,IRAN,IRN,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,100,100,10,3,-5.0,2,1,2,-3.79858657243816,1,Iran,IR,IR,,32,53,IR,3,"Council Bluffs, Iowa, United States",US,USIA,,41.2619,-95.8608,455672,1,Iran,IR,IR,,32,53,IR,20260922014500,http://www.thegazette.com/news/elections/iowa-lawmakers-seek-diesel-export-limits-fuel-tax-relief/article_ebc019e5-7b67-445f-8fd6-d80e11eb1500.html
1324182277,20260915,202609,2026,2026.6986,USA,UNITED STATES,USA,,,,,,,,CHR,CHRISTIAN,,,,CHR,,,,,0,173,173,17,4,-5.0,6,1,6,-8.68878357030014,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,3,"Miami, Florida, United States",US,USFL,FL086,25.7743,-80.1937,295004,20260922014500,https://www.breitbart.com/latin-america/2026/09/21/haiti-extradites-18-suspects-in-president-moise-assassination-to-u-s-for-trial/
1324182278,20260915,202609,2026,2026.6986,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,042,042,04,1,1.9,4,1,4,-3.79858657243816,3,"Council Bluffs, Iowa, United States",US,USIA,IA155,41.2619,-95.8608,455672,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260922014500,http://www.thegazette.com/news/elections/iowa-lawmakers-seek-diesel-export-limits-fuel-tax-relief/article_ebc019e5-7b67-445f-8fd6-d80e11eb1500.html
1324182279,20260915,202609,2026,2026.6986,USA,UNITED STATES,USA,,,,,,,,IRN,IRAN,IRN,,,,,,,,0,110,110,11,3,-2.0,4,1,4,-3.79858657243816,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,1,Iran,IR,IR,,32,53,IR,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260922014500,http://www.thegazette.com/news/elections/iowa-lawmakers-seek-diesel-export-limits-fuel-tax-relief/article_ebc019e5-7b67-445f-8fd6-d80e11eb1500.html
1324182280,20260922,202609,2026,2026.7178,,,,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-11.2244897959184,0,,,,,,,,5,"Paktika, Paktika, Afghanistan",AF,AF29,3688,32.4167,68.75,-3386222,4,"Nurgal, Konar, Afghanistan",AF,AF34,3630,34.6134,70.765,-3385847,20260922014500,https://en.tempo.co/read/2120041/pakistan-says-strikes-in-afghanistan-killed-28-terrorists
1324182281,20260922,202609,2026,2026.7178,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,112,112,11,3,-2.0,4,1,4,-5.00676589986468,0,,,,,,,,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,20260922014500,https://en.tempo.co/read/2120044/why-gender-based-violence-persists-in-southern-africa
1324182282,20260922,202609,2026,2026.7178,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,141,141,14,3,-6.5,4,1,4,-5.00676589986468,0,,,,,,,,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,20260922014500,https://en.tempo.co/read/2120044/why-gender-based-violence-persists-in-southern-africa
1324182283,20260922,202609,2026,2026.7178,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,1823,182,18,4,-10.0,5,1,5,-5.00676589986468,0,,,,,,,,1,Zambia,ZA,ZA,,-15,30,ZA,1,Zambia,ZA,ZA,,-15,30,ZA,20260922014500,https://en.tempo.co/read/2120044/why-gender-based-violence-persists-in-southern-africa
1324182284,20260922,202609,2026,2026.7178,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,8,1,8,3.2258064516129,0,,,,,,,,4,"Kirkalocka, Western Australia, Australia",AS,AS08,5570,-28.5667,117.767,-1581884,4,"Kirkalocka, Western Australia, Australia",AS,AS08,5570,-28.5667,117.767,-1581884,20260922014500,https://www.abnnewswire.net/press/en/143164/Catalina-Resources-Ltd-%28ASX-CTN%29-$129M-in-Restricted-Capital-Unlocked.html
1324182285,20260922,202609,2026,2026.7178,,,,,,,,,,,AUS,PERTH,AUS,,,,,,,,1,042,042,04,1,1.9,10,1,10,-4.49826989619377,0,,,,,,,,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20260922014500,https://www.kmaj1440.com/2026/09/21/norwegian-man-rollerblading-across-america-dies-after-crash-in-kansas/
1324182286,20260922,202609,2026,2026.7178,,,,,,,,,,,AUS,QUEENSLAND,AUS,,,,,,,,1,043,043,04,1,2.8,10,1,10,1.0443864229765,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260922014500,https://www.theland.com.au/story/9354913/flodden-hills-huge-organic-western-qld-station-set-for-sale/
1324182287,20260922,202609,2026,2026.7178,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,051,051,05,1,3.4,2,1,2,0,0,,,,,,,,4,"Corowa, New South Wales, Australia",AS,AS02,5387,-35.9996,146.386,-1567621,4,"Corowa, New South Wales, Australia",AS,AS02,5387,-35.9996,146.386,-1567621,20260922014500,https://www.theland.com.au/story/9354736/kardinia-dohne-2026-on-property-ram-sale-top-price-and-results/
1324182288,20260922,202609,2026,2026.7178,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,051,051,05,1,3.4,2,1,2,0,0,,,,,,,,4,"Longford, New South Wales, Australia",AS,AS02,5096,-30.7667,151.117,-1584364,4,"Longford, New South Wales, Australia",AS,AS02,5096,-30.7667,151.117,-1584364,20260922014500,https://www.theland.com.au/story/9354736/kardinia-dohne-2026-on-property-ram-sale-top-price-and-results/
1324182289,20260922,202609,2026,2026.7178,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,057,057,05,1,8.0,10,1,10,2.17391304347826,0,,,,,,,,4,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,4,"Adelaide, South Australia, Australia",AS,AS05,5256,-34.9333,138.6,-1555188,20260922014500,https://www.climatecontrolnews.com.au/contracting/world-class-training-for-welders
1324182290,20260922,202609,2026,2026.7178,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,0,013,013,01,1,0.4,5,1,5,-3.86904761904762,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260922014500,https://www.canadianmanufacturing.com/exporting-and-importing/ontario-to-standardize-truck-driver-training-after-scathing-auditor-general-report-321593/
1324182291,20260922,202609,2026,2026.7178,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,040,040,04,1,1.0,6,1,6,-3.58598207008964,0,,,,,,,,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,3,"Houston, Texas, United States",US,USTX,TX201,29.7633,-95.3633,1380948,20260922014500,https://www.houstonpublicmedia.org/articles/news/politics/immigration/2026/09/21/562415/man-shot-by-ice-in-austin-says-he-has-a-bullet-lodged-in-his-back-and-was-denied-medical-care/
1324182292,20260922,202609,2026,2026.7178,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,1,113,113,11,3,-2.0,10,1,10,3.7914691943128,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260922014500,https://www.ugandaonline.net/news/2026-09-21--abtex-confirms-shs5-billion-released-to-music-promoters-sacco--189fd9467c06/
1324182293,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,036,036,03,1,4.0,6,1,5,-2.09723546234509,0,,,,,,,,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20260922014500,https://en.tempo.co/read/2120042/as-us-and-china-talk-middle-powers-jostle-for-position
1324182294,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,040,040,04,1,1.0,1,1,1,0.21459227467812,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260922014500,https://www.breitbart.com/national-security/2026/09/21/china-confirms-xi-jinping-to-visit-u-s-on-wednesday/
1324182295,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,BEIJING,CHN,,,,,,,,1,040,040,04,1,1.0,2,1,2,5.28052805280528,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,Indonesia,ID,ID,,-5,120,ID,20260922014500,https://english.news.cn/20260921/c3751d050b5445f8ad2923b7e3605294/c.html
1324182296,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,040,040,04,1,1.0,1,1,1,5.28052805280528,0,,,,,,,,1,Indonesia,ID,ID,,-5,120,ID,1,Indonesia,ID,ID,,-5,120,ID,20260922014500,https://english.news.cn/20260921/c3751d050b5445f8ad2923b7e3605294/c.html
1324182297,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,043,043,04,1,2.8,1,1,1,0.21459227467812,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260922014500,https://www.breitbart.com/national-security/2026/09/21/china-confirms-xi-jinping-to-visit-u-s-on-wednesday/
1324182298,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,043,043,04,1,2.8,1,1,1,0.21459227467812,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260922014500,https://www.breitbart.com/national-security/2026/09/21/china-confirms-xi-jinping-to-visit-u-s-on-wednesday/
1324182299,20260922,202609,2026,2026.7178,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,050,050,05,1,3.5,6,1,6,0.21459227467812,0,,,,,,,,4,"Xiaomi, Fujian, China",CH,CH07,13163,25.2225,116.057,10999868,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260922014500,https://www.breitbart.com/national-security/2026/09/21/china-confirms-xi-jinping-to-visit-u-s-on-wednesday/
