GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1299632741,20250417,202504,2025,2025.2932,FRA,FRANCE,FRA,,,,,,,,GOV,MAYOR,,,,,,GOV,,,0,186,186,18,4,-10.0,2,1,2,-0.80645161290323,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,20260417033000,https://www.politico.eu/article/trump-turns-toxic-europe-far-right-le-pen-national-rally-france-orban-defeat-hungary/
1299632742,20250417,202504,2025,2025.2932,FRAGOV,FRANCE,FRA,,,,,GOV,,,,,,,,,,,,,0,186,186,18,4,-10.0,2,1,2,-0.80645161290323,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,0,,,,,,,,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,20260417033000,https://www.politico.eu/article/trump-turns-toxic-europe-far-right-le-pen-national-rally-france-orban-defeat-hungary/
1299632743,20250417,202504,2025,2025.2932,GOV,MAYOR,,,,,,GOV,,,,,,,,,,,,,0,186,186,18,4,-10.0,1,1,1,-0.80645161290323,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,0,,,,,,,,4,"Perpignan, Languedoc-Roussillon, France",FR,FRA9,16290,42.6962,2.8971,-1457525,20260417033000,https://www.politico.eu/article/trump-turns-toxic-europe-far-right-le-pen-national-rally-france-orban-defeat-hungary/
1299632744,20250417,202504,2025,2025.2932,IRL,IRISH,IRL,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.90732339598185,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260417033000,https://www.politico.eu/article/eu-effort-push-back-china-fractures/
1299632745,20250417,202504,2025,2025.2932,IRL,IRISH,IRL,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.90732339598185,1,Ireland,EI,EI,,53,-8,EI,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260417033000,https://www.politico.eu/article/eu-effort-push-back-china-fractures/
1299632746,20250417,202504,2025,2025.2932,IRLGOV,IRISH,IRL,,,,,GOV,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.90732339598185,1,Ireland,EI,EI,,53,-8,EI,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260417033000,https://www.politico.eu/article/eu-effort-push-back-china-fractures/
1299632747,20250417,202504,2025,2025.2932,IRLGOV,IRELAND,IRL,,,,,GOV,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,1,1,1,-0.90732339598185,1,France,FR,FR,,46,2,FR,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260417033000,https://www.politico.eu/article/eu-effort-push-back-china-fractures/
1299632748,20250417,202504,2025,2025.2932,OPP,PRISONER,,,,,,OPP,,,MMR,MYANMAR,MMR,,,,,,,,0,056,056,05,1,7.0,10,1,10,-6.31578947368421,4,"Aung Hlaing, Ayeyarwady, Myanmar",BM,BM03,41780,15.7667,94.9833,-440327,4,"Aung Hlaing, Ayeyarwady, Myanmar",BM,BM03,41780,15.7667,94.9833,-440327,4,"Aung Hlaing, Ayeyarwady, Myanmar",BM,BM03,41780,15.7667,94.9833,-440327,20260417033000,https://english.news.cn/20260417/3b04c090942b429f9b7bb989bb95554b/c.html
1299632749,20250417,202504,2025,2025.2932,USA,NEW JERSEY,USA,,,,,,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,051,051,05,1,3.4,1,1,1,0.6993006993007,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,2,"New Jersey, United States",US,USNJ,,40.314,-74.5089,NJ,20260417033000,https://www.thesetonian.com/article/2026/04/analilia-mejia-wins-nj-11-special-election
1299632750,20250417,202504,2025,2025.2932,USACOP,UNITED STATES,USA,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,100,100,10,3,-5.0,2,1,2,-2.73684210526316,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260417033000,https://www.wfmd.com/2026/04/16/miami-catholic-charities-loses-11m-contract-providing-care-for-migrant-children-under-trump-administration/
1299632751,20260318,202603,2026,2026.2137,GOV,AUTHORITIES,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-5.98503740648379,3,"Bacliff, Texas, United States",US,USTX,TX167,29.5069,-94.9924,1329909,3,"Bacliff, Texas, United States",US,USTX,TX167,29.5069,-94.9924,1329909,3,"League City, Texas, United States",US,USTX,,29.5075,-95.0949,1339753,20260417033000,https://www.khou.com/article/news/local/bacliff-neighborhood-remains-two-girls-texas-killing-fields-cold-cases/285-68762c3f-560b-410a-a2bc-ad296c52e47b
1299632752,20260318,202603,2026,2026.2137,GOV,AUTHORITIES,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-5.98503740648379,3,"League City, Texas, United States",US,USTX,TX167,29.5075,-95.0949,1339753,3,"Bacliff, Texas, United States",US,USTX,TX167,29.5069,-94.9924,1329909,3,"League City, Texas, United States",US,USTX,,29.5075,-95.0949,1339753,20260417033000,https://www.khou.com/article/news/local/bacliff-neighborhood-remains-two-girls-texas-killing-fields-cold-cases/285-68762c3f-560b-410a-a2bc-ad296c52e47b
1299632753,20260410,202604,2026,2026.2740,CVL,HUNTER,,,,,,CVL,,,GOV,PRESIDENT,,,,,,GOV,,,1,010,010,01,1,0.0,6,1,6,-2.42424242424242,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260417033000,https://www.seattletimes.com/nation-world/hunter-biden-now-lives-abroad-according-to-court-documents/
1299632754,20260410,202604,2026,2026.2740,CVL,HUNTER,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,010,010,01,1,0.0,2,1,2,-2.42424242424242,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260417033000,https://www.seattletimes.com/nation-world/hunter-biden-now-lives-abroad-according-to-court-documents/
1299632755,20260410,202604,2026,2026.2740,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,0,013,013,01,1,0.4,8,1,8,-8.34473324213406,1,Portugal,PO,PO,,39.5,-8,PO,0,,,,,,,,1,Portugal,PO,PO,,39.5,-8,PO,20260417033000,https://www.dailystar.co.uk/news/latest-news/investigating-mysterious-disappearances-deaths-scientists-37029973
1299632756,20260416,202604,2026,2026.2904,,,,,,,,,,,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,0,042,042,04,1,1.9,5,1,5,-1.93548387096774,0,,,,,,,,4,"Alotau, Milne Bay, Papua New Guinea",PP,PP03,37519,-10.3076,150.454,-2184334,4,"Alotau, Milne Bay, Papua New Guinea",PP,PP03,37519,-10.3076,150.454,-2184334,20260417033000,https://www.thenational.com.pg/disaster-relief/
1299632757,20260416,202604,2026,2026.2904,,,,,,,,,,,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,0,042,042,04,1,1.9,1,1,1,-1.93548387096774,0,,,,,,,,5,"Milne Bay, Milne Bay, Papua New Guinea",PP,PP03,18585,-10,152.5,-2195635,5,"Milne Bay, Milne Bay, Papua New Guinea",PP,PP03,18585,-10,152.5,-2195635,20260417033000,https://www.thenational.com.pg/disaster-relief/
1299632758,20260416,202604,2026,2026.2904,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,5,1,5,-1.93548387096774,4,"Alotau, Milne Bay, Papua New Guinea",PP,PP03,37519,-10.3076,150.454,-2184334,0,,,,,,,,4,"Alotau, Milne Bay, Papua New Guinea",PP,PP03,37519,-10.3076,150.454,-2184334,20260417033000,https://www.thenational.com.pg/disaster-relief/
1299632759,20260416,202604,2026,2026.2904,PNG,PAPUA NEW GUINEA,PNG,,,,,,,,,,,,,,,,,,0,043,043,04,1,2.8,1,1,1,-1.93548387096774,5,"Milne Bay, Milne Bay, Papua New Guinea",PP,PP03,18585,-10,152.5,-2195635,0,,,,,,,,5,"Milne Bay, Milne Bay, Papua New Guinea",PP,PP03,18585,-10,152.5,-2195635,20260417033000,https://www.thenational.com.pg/disaster-relief/
1299632760,20260417,202604,2026,2026.2932,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,061,061,06,2,6.4,4,1,4,-2.32054455445545,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260417033000,https://www.wsws.org/en/articles/2026/04/16/fixr-a16.html
1299632761,20260417,202604,2026,2026.2932,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,061,061,06,2,6.4,1,1,1,-2.32054455445545,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260417033000,https://www.wsws.org/en/articles/2026/04/16/fixr-a16.html
1299632762,20260417,202604,2026,2026.2932,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,036,036,03,1,4.0,2,1,2,-0.90909090909091,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260417033000,https://www.bandt.com.au/its-a-step-closer-to-the-fire-former-burson-boss-tom-horn-on-why-he-moved-to-atmos/
1299632763,20260417,202604,2026,2026.2932,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,042,042,04,1,1.9,2,1,2,-0.90909090909091,0,,,,,,,,1,Australia,AS,AS,,-25,135,AS,1,Australia,AS,AS,,-25,135,AS,20260417033000,https://www.bandt.com.au/its-a-step-closer-to-the-fire-former-burson-boss-tom-horn-on-why-he-moved-to-atmos/
1299632764,20260417,202604,2026,2026.2932,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,040,040,04,1,1.0,4,1,4,-3.92706872370266,0,,,,,,,,1,Austria,AU,AU,,47.333333,13.333333,AU,1,Austria,AU,AU,,47.333333,13.333333,AU,20260417033000,https://www.usmagazine.com/celebrity-news/news/sarah-ferguson-spotted-in-austria-amid-prince-andrew-scandal/
1299632765,20260417,202604,2026,2026.2932,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,051,051,05,1,3.4,2,1,2,-3.51161534305781,0,,,,,,,,1,Austria,AU,AU,,47.333333,13.333333,AU,1,Austria,AU,AU,,47.333333,13.333333,AU,20260417033000,https://www.wsws.org/en/articles/2026/04/17/ecgt-a17.html
1299632766,20260417,202604,2026,2026.2932,,,,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,112,112,11,3,-2.0,4,1,4,-3.92706872370266,0,,,,,,,,1,Austria,AU,AU,,47.333333,13.333333,AU,1,Austria,AU,AU,,47.333333,13.333333,AU,20260417033000,https://www.usmagazine.com/celebrity-news/news/sarah-ferguson-spotted-in-austria-amid-prince-andrew-scandal/
1299632767,20260417,202604,2026,2026.2932,,,,,,,,,,,BHS,BAHAMA,BHS,,,,,,,,1,036,036,03,1,4.0,4,2,4,-7.2041166380789,0,,,,,,,,4,"Abaco Island, Central Abaco, Bahamas, The",BF,BF37,5747,26.4667,-77.0833,-1542701,4,"Abaco Island, Central Abaco, Bahamas, The",BF,BF37,5747,26.4667,-77.0833,-1542701,20260417033000,https://www.wfmd.com/2026/04/16/daughter-of-missing-american-woman-touches-down-in-bahamas-slams-stepdad-after-he-fled-amid-investigation/
1299632768,20260417,202604,2026,2026.2932,,,,,,,,,,,BHS,BAHAMA,BHS,,,,,,,,1,043,043,04,1,2.8,4,2,4,-7.2041166380789,0,,,,,,,,4,"Abaco Island, Central Abaco, Bahamas, The",BF,BF37,5747,26.4667,-77.0833,-1542701,4,"Abaco Island, Central Abaco, Bahamas, The",BF,BF37,5747,26.4667,-77.0833,-1542701,20260417033000,https://www.wfmd.com/2026/04/16/daughter-of-missing-american-woman-touches-down-in-bahamas-slams-stepdad-after-he-fled-amid-investigation/
1299632769,20260417,202604,2026,2026.2932,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,014,014,01,1,0.0,5,1,5,1.4766201804758,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260417033000,https://paherald.sk.ca/open-house-to-highlight-fresh-vision-for-central-avenue-and-downtown-growth/
1299632770,20260417,202604,2026,2026.2932,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,042,042,04,1,1.9,8,1,8,-3.93700787401575,0,,,,,,,,4,"Monash, South Australia, Australia",AS,AS05,5284,-34.2333,140.567,-1588322,4,"Bendigo, Victoria, Australia",AS,AS07,5391,-36.7582,144.28,-1558533,20260417033000,https://www.el-balad.com/16915403
1299632771,20260417,202604,2026,2026.2932,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,042,042,04,1,1.9,2,1,2,-3.93700787401575,0,,,,,,,,4,"Monash, South Australia, Australia",AS,AS05,5284,-34.2333,140.567,-1588322,4,"Monash, South Australia, Australia",AS,AS05,5284,-34.2333,140.567,-1588322,20260417033000,https://www.el-balad.com/16915403
1299632772,20260417,202604,2026,2026.2932,,,,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,0842,084,08,2,7.0,4,1,4,2.31788079470199,0,,,,,,,,4,"Kozhikode, Kerala, India",IN,IN13,17703,11.25,75.7667,-2101691,4,"Kozhikode, Kerala, India",IN,IN13,17703,11.25,75.7667,-2101691,20260417033000,http://www.bignewsnetwork.com/news/278990948/akasa-air-aircraft-returned-to-bay-in-delhi-after-contact-by-another-airline-plane
1299632773,20260417,202604,2026,2026.2932,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,036,036,03,1,4.0,6,1,6,-5.54216867469879,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260417033000,https://www.ksat.com/news/local/2026/04/17/sapd-woman-accused-of-tampering-with-her-father-in-laws-dead-body/
1299632774,20260417,202604,2026,2026.2932,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,0,010,010,01,1,0.0,5,1,5,0.10493179433369,0,,,,,,,,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,4,"Calgary, Alberta, Canada",CA,CA01,12549,51.0833,-114.083,-561990,20260417033000,https://calgaryherald.com:443/news/local-news/facing-eviction-homeless-advocate-group-bethechangeyyc-finds-new-downtown-home
1299632775,20260417,202604,2026,2026.2932,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,036,036,03,1,4.0,10,1,10,2.53164556962025,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260417033000,https://www.coronadonewsca.com/news/coronado_island_news/armchair-travel-to-meet/article_4daf7f35-705d-479c-9317-bc2b971698cd.html
1299632776,20260417,202604,2026,2026.2932,,,,,,,,,,,CVL,IMMIGRANT,,,,,,CVL,,,0,173,173,17,4,-5.0,6,1,6,-2.32558139534884,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260417033000,https://www.ksat.com/news/local/2026/04/17/san-antonio-restricts-new-detention-facilities-how-might-it-impact-the-planned-ice-warehouse/
1299632777,20260417,202604,2026,2026.2932,,,,,,,,,,,CVL,HUNTER,,,,,,CVL,,,1,193,193,19,4,-10.0,2,1,2,-2.42424242424242,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,2,"Delaware, United States",US,USDE,,39.3498,-75.5148,DE,20260417033000,https://www.seattletimes.com/nation-world/hunter-biden-now-lives-abroad-according-to-court-documents/
1299632778,20260417,202604,2026,2026.2932,,,,,,,,,,,CVL,HUNTER,,,,,,CVL,,,1,193,193,19,4,-10.0,6,1,6,-2.42424242424242,0,,,,,,,,2,"Delaware, United States",US,USDE,,39.3498,-75.5148,DE,2,"Delaware, United States",US,USDE,,39.3498,-75.5148,DE,20260417033000,https://www.seattletimes.com/nation-world/hunter-biden-now-lives-abroad-according-to-court-documents/
1299632779,20260417,202604,2026,2026.2932,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,020,020,02,1,3.0,2,1,2,-0.23169601482855,0,,,,,,,,3,"Las Cruces, New Mexico, United States",US,USNM,,32.3123,-106.778,899715,3,"Las Cruces, New Mexico, United States",US,USNM,,32.3123,-106.778,899715,20260417033000,https://www.deseret.com/u-s-world/2026/04/15/is-it-fake-news-or-real-heres-how-you-can-help-your-child-and-yourself-know-the-difference/
1299632780,20260417,202604,2026,2026.2932,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,020,020,02,1,3.0,1,1,1,-0.23169601482855,0,,,,,,,,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260417033000,https://www.deseret.com/u-s-world/2026/04/15/is-it-fake-news-or-real-heres-how-you-can-help-your-child-and-yourself-know-the-difference/
1299632781,20260417,202604,2026,2026.2932,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,020,020,02,1,3.0,2,1,2,-0.23169601482855,0,,,,,,,,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,20260417033000,https://www.deseret.com/u-s-world/2026/04/15/is-it-fake-news-or-real-heres-how-you-can-help-your-child-and-yourself-know-the-difference/
1299632782,20260417,202604,2026,2026.2932,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,042,042,04,1,1.9,2,1,2,-1.93548387096774,0,,,,,,,,5,"West New Britain, West New Britain, Papua New Guinea",PP,PP17,18585,-5,149.5,-2203528,5,"Milne Bay, Milne Bay, Papua New Guinea",PP,PP03,18585,-10,152.5,-2195635,20260417033000,https://www.thenational.com.pg/disaster-relief/
1299632783,20260417,202604,2026,2026.2932,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,042,042,04,1,1.9,8,1,8,-1.93548387096774,0,,,,,,,,5,"West New Britain, West New Britain, Papua New Guinea",PP,PP17,18585,-5,149.5,-2203528,5,"West New Britain, West New Britain, Papua New Guinea",PP,PP17,18585,-5,149.5,-2203528,20260417033000,https://www.thenational.com.pg/disaster-relief/
1299632784,20260417,202604,2026,2026.2932,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,020,020,02,1,3.0,10,1,10,-2.32558139534884,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260417033000,https://www.ksat.com/news/local/2026/04/17/san-antonio-restricts-new-detention-facilities-how-might-it-impact-the-planned-ice-warehouse/
1299632785,20260417,202604,2026,2026.2932,,,,,,,,,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,036,036,03,1,4.0,3,1,3,-3.93700787401575,0,,,,,,,,4,"Bendigo, Victoria, Australia",AS,AS07,5391,-36.7582,144.28,-1558533,4,"Bendigo, Victoria, Australia",AS,AS07,5391,-36.7582,144.28,-1558533,20260417033000,https://www.el-balad.com/16915403
1299632786,20260417,202604,2026,2026.2932,,,,,,,,,,,GOV,ADMINISTRATION,,,,,,GOV,,,1,046,046,04,1,7.0,10,1,10,-4.61309523809524,0,,,,,,,,4,"Bamenda, Nord-Ouest, Cameroon",CM,CM07,12495,5.95265,10.1582,-3145955,4,"Bamenda, Nord-Ouest, Cameroon",CM,CM07,12495,5.95265,10.1582,-3145955,20260417033000,https://www.bostonglobe.com/2026/04/16/world/woe-those-who-manipulate-religion-leo-says-amid-standoff-with-trump/
