GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1304962997,20260420,202604,2026,2026.3014,MED,MEDIA,,,,,,MED,,,GOV,REGIME,,,,,,GOV,,,0,130,130,13,3,-4.4,6,1,6,-2.0703933747412,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,4,"Sydney, New South Wales, Australia",AS,AS02,154637,-33.8833,151.217,-1603135,20260520041500,https://www.theage.com.au/politics/federal/pauline-hanson-to-demand-norway-style-gas-and-oil-overhaul-20260520-p5zywu.html
1304962998,20260420,202604,2026,2026.3014,NZLGOV,NEW ZEALAND,NZL,,,,,GOV,,,GOV,GOVERNMENT,,,,,,GOV,,,1,012,012,01,1,-0.4,2,1,2,-0.85227272727273,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,1,New Zealand,NZ,NZ,,-42,174,NZ,20260520041500,https://www.rnz.co.nz/news/political/595793/government-cuts-some-vehicle-regulations-with-more-possible
1304962999,20260519,202605,2026,2026.3808,GOVBUS,GOVERNMENT,,,,,,GOV,BUS,,LEG,PARLIAMENT,,,,,,LEG,,,0,013,013,01,1,0.4,5,1,5,-1.71149144254279,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260520041500,https://www.abc.net.au/news/2026-05-20/tas-government-businesses-defy-premier/106700726
1304963000,20260519,202605,2026,2026.3808,JUD,DISTRICT COURT,,,,,,JUD,,,,,,,,,,,,,1,128,128,12,3,-5.0,5,1,5,-5.56161395856052,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260520041500,https://www.newstalkzb.co.nz/news/national/nicholas-dryland-who-caused-fatal-cyclist-crash-now-jailed-for-assaults-on-mum/
1304963001,20260519,202605,2026,2026.3808,MOS,IMAM,,,,MOS,,,,,JORELI,HASSAN,JOR,,,,,ELI,,,0,010,010,01,1,0.0,6,1,6,-2.58992805755396,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260520041500,https://www.kpbs.org/podcasts/kpbs-midday-edition/san-diego-islamic-center-shooting-one-day-later
1304963002,20260519,202605,2026,2026.3808,USA,UNITED STATES,USA,,,,,,,,MOS,IMAM,,,,MOS,,,,,0,010,010,01,1,0.0,1,1,1,-2.58992805755396,3,"San Diego, California, United States",US,USCA,CA073,32.7153,-117.157,1661377,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260520041500,https://www.kpbs.org/podcasts/kpbs-midday-edition/san-diego-islamic-center-shooting-one-day-later
1304963003,20260520,202605,2026,2026.3836,,,,,,,,,,,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,1,190,190,19,4,-10.0,6,1,6,-2.12765957446809,0,,,,,,,,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20260520041500,https://pakobserver.net/no-war/
1304963004,20260520,202605,2026,2026.3836,,,,,,,,,,,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-2.12765957446809,0,,,,,,,,1,United Arab Emirates,AE,AE,,24,54,AE,1,United Arab Emirates,AE,AE,,24,54,AE,20260520041500,https://pakobserver.net/no-war/
1304963005,20260520,202605,2026,2026.3836,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,040,040,04,1,1.0,4,1,4,-0.52083333333333,0,,,,,,,,4,"Mount Everest, New South Wales, Australia",AS,AS02,5096,-30.0318,150.635,11363637,4,"Mount Everest, New South Wales, Australia",AS,AS02,5096,-30.0318,150.635,11363637,20260520041500,https://www.theage.com.au/national/victoria/melbourne-schoolgirl-becomes-youngest-australian-to-conquer-mount-everest-20260520-p5zz0k.html
1304963006,20260520,202605,2026,2026.3836,,,,,,,,,,,AUS,MELBOURNE,AUS,,,,,,,,1,042,042,04,1,1.9,2,1,2,-0.52083333333333,0,,,,,,,,4,"Mount Everest, New South Wales, Australia",AS,AS02,5096,-30.0318,150.635,11363637,4,"Mount Everest, New South Wales, Australia",AS,AS02,5096,-30.0318,150.635,11363637,20260520041500,https://www.theage.com.au/national/victoria/melbourne-schoolgirl-becomes-youngest-australian-to-conquer-mount-everest-20260520-p5zz0k.html
1304963007,20260520,202605,2026,2026.3836,,,,,,,,,,,CHNGOV,HEFEI,CHN,,,,,GOV,,,0,050,050,05,1,3.5,1,1,1,-0.32258064516129,0,,,,,,,,4,"Hefei, Anhui, China",CH,CH01,12998,31.8639,117.281,-1908634,4,"Heyi, Anhui, China",CH,CH01,13144,31.2331,118.444,10526784,20260520041500,http://english.anhuinews.com/newscenter/headline/202605/t20260520_9281356.html
1304963008,20260520,202605,2026,2026.3836,,,,,,,,,,,COP,POLICE CHIEF,,,,,,COP,,,0,042,042,04,1,1.9,3,1,3,-2.58992805755396,0,,,,,,,,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260520041500,https://www.kpbs.org/podcasts/kpbs-midday-edition/san-diego-islamic-center-shooting-one-day-later
1304963009,20260520,202605,2026,2026.3836,,,,,,,,,,,COP,PRISON,,,,,,COP,,,1,042,042,04,1,1.9,10,1,10,-1.18811881188119,0,,,,,,,,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,2,"Iowa, United States",US,USIA,,42.0046,-93.214,IA,20260520041500,https://www.kwqc.com:443/2026/05/19/former-federal-inmate-helps-others-rebuild-through-housing/
1304963010,20260520,202605,2026,2026.3836,,,,,,,,,,,COP,DEPUTIES,,,,,,COP,,,1,043,043,04,1,2.8,2,1,2,-4.83870967741935,0,,,,,,,,3,"Scott County, Iowa, United States",US,USIA,,41.6334,-90.6335,465270,3,"Scott County, Iowa, United States",US,USIA,,41.6334,-90.6335,465270,20260520041500,https://www.kwqc.com:443/2026/05/20/school-bus-driver-cited-crash-that-sent-2-hospital/
1304963011,20260520,202605,2026,2026.3836,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,046,046,04,1,7.0,2,1,2,-4.11522633744856,0,,,,,,,,3,"Hill City, Minnesota, United States",US,USMN,,46.9933,-93.5986,644967,3,"Hill City, Minnesota, United States",US,USMN,,46.9933,-93.5986,644967,20260520041500,https://www.kare11.com/article/news/local/courts-news/former-minnesota-police-officer-accused-sexually-assaulting-teenager/89-b57f700c-5d7b-4193-b3b9-e192f0f70cb2
1304963012,20260520,202605,2026,2026.3836,,,,,,,,,,,COP,DEPUTIES,,,,,,COP,,,1,112,112,11,3,-2.0,6,1,6,-4.9079754601227,0,,,,,,,,3,"Moffat County, Colorado, United States",US,USCO,,40.65,-108.084,198156,3,"Moffat County, Colorado, United States",US,USCO,,40.65,-108.084,198156,20260520041500,https://www.kktv.com/2026/05/19/90-bison-mule-seized-during-animal-neglect-investigation-northwest-colorado/
1304963013,20260520,202605,2026,2026.3836,,,,,,,,,,,CVL,TENANTS,,,,,,CVL,,,0,043,043,04,1,2.8,3,1,3,-0.27958993476235,0,,,,,,,,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,PA101,39.9523,-75.1638,1209052,20260520041500,"http://www.chestnuthilllocal.com/stories/commission-rules-alden-park-retaliated-against-tenants-leader,40886"
1304963014,20260520,202605,2026,2026.3836,,,,,,,,,,,DEU,GERMANY,DEU,,,,,,,,0,0356,035,03,1,7.0,1,1,1,-3.73626373626374,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,1,Russia,RS,RS,,60,100,RS,20260520041500,https://www.dw.com/en/us-to-reduce-troops-in-europe-to-2021-levels-pentagon-says/a-77222971
1304963015,20260520,202605,2026,2026.3836,,,,,,,,,,,DEU,GERMANY,DEU,,,,,,,,0,0356,035,03,1,7.0,4,1,4,-3.73626373626374,0,,,,,,,,1,Germany,GM,GM,,51.5,10.5,GM,1,Germany,GM,GM,,51.5,10.5,GM,20260520041500,https://www.dw.com/en/us-to-reduce-troops-in-europe-to-2021-levels-pentagon-says/a-77222971
1304963016,20260520,202605,2026,2026.3836,,,,,,,,,,,DEU,GERMANY,DEU,,,,,,,,0,087,087,08,2,9.0,1,1,1,-3.73626373626374,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,1,Russia,RS,RS,,60,100,RS,20260520041500,https://www.dw.com/en/us-to-reduce-troops-in-europe-to-2021-levels-pentagon-says/a-77222971
1304963017,20260520,202605,2026,2026.3836,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,020,020,02,1,3.0,5,1,5,-2.58992805755396,0,,,,,,,,3,"San Bernardino, California, United States",US,USCA,,34.1083,-117.29,1661375,3,"San Bernardino, California, United States",US,USCA,,34.1083,-117.29,1661375,20260520041500,https://www.kpbs.org/podcasts/kpbs-midday-edition/san-diego-islamic-center-shooting-one-day-later
1304963018,20260520,202605,2026,2026.3836,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,043,043,04,1,2.8,10,1,10,2.86624203821656,0,,,,,,,,3,"Palo Alto, Texas, United States",US,USTX,,27.6617,-97.7975,1378826,3,"Palo Alto, Texas, United States",US,USTX,,27.6617,-97.7975,1378826,20260520041500,https://www.kcentv.com/article/news/local/killeen-isd-approves-palo-alto-renovation-project/500-004658d4-dd1e-4e96-a6f2-470298be6efa
1304963019,20260520,202605,2026,2026.3836,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,051,051,05,1,3.4,10,1,10,-2.58992805755396,0,,,,,,,,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260520041500,https://www.kpbs.org/podcasts/kpbs-midday-edition/san-diego-islamic-center-shooting-one-day-later
1304963020,20260520,202605,2026,2026.3836,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,110,110,11,3,-2.0,10,1,10,-2.58992805755396,0,,,,,,,,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,3,"Islamic Center, California, United States",US,USCA,,37.9766,-121.218,1827678,20260520041500,https://www.kpbs.org/podcasts/kpbs-midday-edition/san-diego-islamic-center-shooting-one-day-later
1304963021,20260520,202605,2026,2026.3836,,,,,,,,,,,ELI,RETIRED,,,,,,ELI,,,1,036,036,03,1,4.0,2,1,2,3.16455696202532,0,,,,,,,,3,"Lake County, Ohio, United States",US,USOH,,41.6334,-81.3832,1074055,3,"Lake County, Ohio, United States",US,USOH,,41.6334,-81.3832,1074055,20260520041500,https://www.news-herald.com/2026/05/19/lake-county-retired-teachers-association-to-celebrate-60-years/
1304963022,20260520,202605,2026,2026.3836,,,,,,,,,,,ELI,RETIRED,,,,,,ELI,,,1,046,046,04,1,7.0,2,1,2,3.16455696202532,0,,,,,,,,3,"Lake County, Ohio, United States",US,USOH,,41.6334,-81.3832,1074055,3,"Lake County, Ohio, United States",US,USOH,,41.6334,-81.3832,1074055,20260520041500,https://www.news-herald.com/2026/05/19/lake-county-retired-teachers-association-to-celebrate-60-years/
1304963023,20260520,202605,2026,2026.3836,,,,,,,,,,,FRA,FRANCE,FRA,,,,,,,,1,040,040,04,1,1.0,2,1,2,-3.86904761904762,0,,,,,,,,4,"Evian-Les-Bains, RhôAlpes, France",FR,FRB9,16329,46.3833,6.58333,-1426081,4,"Evian-Les-Bains, RhôAlpes, France",FR,FRB9,16329,46.3833,6.58333,-1426081,20260520041500,http://www.middleeaststar.com/news/279062798/trump-to-attend-g7-summit-in-france-amid-tensions-with-european-allies
1304963024,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,SECRETARY OF STATE,,,,,,GOV,,,0,043,043,04,1,2.8,6,1,6,-3.42298288508558,0,,,,,,,,3,"Fulton County, Georgia, United States",US,USGA,,33.7668,-84.4499,1694833,3,"Fulton County, Georgia, United States",US,USGA,,33.7668,-84.4499,1694833,20260520041500,https://www.hindustantimes.com/world-news/us-news/why-fulton-county-primary-election-results-are-delayed-in-georgia-update-on-shooting-reports-101779242189436.html
1304963025,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,STATE SECRETARY,,,,,,GOV,,,1,046,046,04,1,7.0,2,1,2,4.93150684931507,0,,,,,,,,1,Sweden,SW,SW,,62,15,SW,1,Sweden,SW,SW,,62,15,SW,20260520041500,https://vietnamnews.vn/politics-laws/1781705/viet-nam-sees-sweden-one-of-leading-european-partners-in-innovation-green-development.html
1304963026,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,JUNTA,,,,,,GOV,,,1,051,051,05,1,3.4,4,1,4,-2.67094017094018,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,Niger,NG,NG,,16,8,NG,20260520041500,https://punchng.com/the-not-so-hidden-costs-of-chinas-non-interference-policy/
1304963027,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,JUNTA,,,,,,GOV,,,1,051,051,05,1,3.4,1,1,1,-2.67094017094018,0,,,,,,,,1,Niger,NG,NG,,16,8,NG,1,Niger,NG,NG,,16,8,NG,20260520041500,https://punchng.com/the-not-so-hidden-costs-of-chinas-non-interference-policy/
1304963028,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,JUNTA,,,,,,GOV,,,1,051,051,05,1,3.4,5,1,5,-2.67094017094018,0,,,,,,,,1,Russia,RS,RS,,60,100,RS,1,China,CH,CH,,35,105,CH,20260520041500,https://punchng.com/the-not-so-hidden-costs-of-chinas-non-interference-policy/
1304963029,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,JUNTA,,,,,,GOV,,,1,163,163,16,4,-8.0,8,1,8,-2.67094017094018,0,,,,,,,,1,China,CH,CH,,35,105,CH,1,Niger,NG,NG,,16,8,NG,20260520041500,https://punchng.com/the-not-so-hidden-costs-of-chinas-non-interference-policy/
1304963030,20260520,202605,2026,2026.3836,,,,,,,,,,,GOV,JUNTA,,,,,,GOV,,,1,163,163,16,4,-8.0,2,1,2,-2.67094017094018,0,,,,,,,,1,Niger,NG,NG,,16,8,NG,1,Niger,NG,NG,,16,8,NG,20260520041500,https://punchng.com/the-not-so-hidden-costs-of-chinas-non-interference-policy/
1304963031,20260520,202605,2026,2026.3836,,,,,,,,,,,ISRGOV,ISRAEL,ISR,,,,,GOV,,,0,112,112,11,3,-2.0,1,1,1,-6.73684210526315,0,,,,,,,,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260520041500,https://dunyanews.tv/en/World/952624-israel-finance-minister-says-icc-seeks-arrest-warrant-against-him
1304963032,20260520,202605,2026,2026.3836,,,,,,,,,,,JAN,JAIN,,,,JAN,,,,,1,042,042,04,1,1.9,2,1,2,-1.20481927710843,0,,,,,,,,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,20260520041500,https://www.gulte.com/political-news/412134/pakistan-revives-forgotten-hindu-identity-of-lahore
1304963033,20260520,202605,2026,2026.3836,,,,,,,,,,,JPN,JAPANESE,JPN,,,,,,,,0,036,036,03,1,4.0,7,1,7,2.86360211002261,0,,,,,,,,4,"Osaka, Osaka, Japan",JA,JA32,35840,34.6667,135.5,-240905,4,"Osaka, Osaka, Japan",JA,JA32,35840,34.6667,135.5,-240905,20260520041500,https://www.theworldfolio.com/interviews/reiwa-travel-digitizes-japans-travel-industry-with-ai-allinone-booking-and-global-expansion-strategy/7408/
1304963034,20260520,202605,2026,2026.3836,,,,,,,,,,,JPN,JAPAN,JPN,,,,,,,,1,042,042,04,1,1.9,10,1,10,2.86360211002261,0,,,,,,,,4,"Kinki, Jiangxi, China",CH,CH03,13167,27.9113,116.776,-1934428,4,"Kinki, Jiangxi, China",CH,CH03,13167,27.9113,116.776,-1934428,20260520041500,https://www.theworldfolio.com/interviews/reiwa-travel-digitizes-japans-travel-industry-with-ai-allinone-booking-and-global-expansion-strategy/7408/
1304963035,20260520,202605,2026,2026.3836,,,,,,,,,,,JPN,TOKYO,JPN,,,,,,,,1,042,042,04,1,1.9,3,1,3,6.15384615384615,0,,,,,,,,4,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,4,"Tokyo, Tokyo, Japan",JA,JA40,36340,35.685,139.751,-246227,20260520041500,https://metropolisjapan.com/events/handmade-in-japan-fes-tokyo/
1304963036,20260520,202605,2026,2026.3836,,,,,,,,,,,JUD,LAWYER,,,,,,JUD,,,1,040,040,04,1,1.0,1,1,1,-4.28265524625268,0,,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,70294,22.5697,88.3697,-2092511,4,"Kolkata, West Bengal, India",IN,IN28,70294,22.5697,88.3697,-2092511,20260520041500,https://timesofindia.indiatimes.com/india/abhishek-banerjees-raze-down-my-house-message-amid-scrutiny-over-property-empire/articleshow/131215632.cms
1304963037,20260520,202605,2026,2026.3836,,,,,,,,,,,JUD,LAWYER,,,,,,JUD,,,1,040,040,04,1,1.0,4,1,4,-4.28265524625268,0,,,,,,,,4,"Diamond Harbour, West Bengal, India",IN,IN28,70294,22.1917,88.1847,-2094871,4,"Diamond Harbour, West Bengal, India",IN,IN28,70294,22.1917,88.1847,-2094871,20260520041500,https://timesofindia.indiatimes.com/india/abhishek-banerjees-raze-down-my-house-message-amid-scrutiny-over-property-empire/articleshow/131215632.cms
1304963038,20260520,202605,2026,2026.3836,,,,,,,,,,,JUD,PROSECUTOR,,,,,,JUD,,,0,046,046,04,1,7.0,2,1,2,2.23463687150838,0,,,,,,,,3,"Rock County, Wisconsin, United States",US,USWI,,42.6667,-89.0668,1581113,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20260520041500,https://www.hngnews.com/milton_courier/news/local/rock-county-ada-maggie-ginocchio-wins-professional-of-the-year-award/article_00e7a6af-195b-5455-bbaf-f4536d8aca6f.html
1304963039,20260520,202605,2026,2026.3836,,,,,,,,,,,LEG,LAWMAKER,,,,,,LEG,,,0,040,040,04,1,1.0,6,1,6,-0.16778523489933,0,,,,,,,,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,2,"New Hampshire, United States",US,USNH,,43.4108,-71.5653,NH,20260520041500,https://www.nhpr.org/nh-news/2026-05-19/sununu-youth-services-center-juvenille-justice-abuse-allegations-investigation-joshua-nye
1304963040,20260520,202605,2026,2026.3836,,,,,,,,,,,MED,MEDIA,,,,,,MED,,,1,040,040,04,1,1.0,10,1,10,2.54826254826255,0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20260520041500,https://vietnamnews.vn/life-style/1781662/passion-keeps-circus-artists-going-through-hardship-says-pham-huong.html
1304963041,20260520,202605,2026,2026.3836,,,,,,,,,,,MED,MEDIA,,,,,,MED,,,1,042,042,04,1,1.9,6,1,6,-0.52083333333333,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260520041500,https://www.theage.com.au/national/victoria/melbourne-schoolgirl-becomes-youngest-australian-to-conquer-mount-everest-20260520-p5zz0k.html
1304963042,20260520,202605,2026,2026.3836,,,,,,,,,,,MEX,MEXICO,MEX,,,,,,,,1,080,080,08,2,5.0,10,1,10,-5.25,0,,,,,,,,4,"Primo Tapia, Baja California, Mexico",MX,MX02,19588,32.22,-116.917,-3783271,4,"Primo Tapia, Baja California, Mexico",MX,MX02,19588,32.22,-116.917,-3783271,20260520041500,https://www.foxnews.com/us/man-accused-killing-partner-arrested-mexico-nearly-two-years-after-fleeing-two-children
1304963043,20260520,202605,2026,2026.3836,,,,,,,,,,,MEX,MEXICO,MEX,,,,,,,,1,173,173,17,4,-5.0,7,1,4,-5.25,0,,,,,,,,4,"Primo Tapia, Baja California, Mexico",MX,MX02,19588,32.22,-116.917,-3783271,4,"Primo Tapia, Baja California, Mexico",MX,MX02,19588,32.22,-116.917,-3783271,20260520041500,https://www.foxnews.com/us/man-accused-killing-partner-arrested-mexico-nearly-two-years-after-fleeing-two-children
