GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1324007519,20260921,202609,2026,2026.7151,,,,,,,,,,,AUS,SOUTH AUSTRALIA,AUS,,,,,,,,1,046,046,04,1,7.0,2,1,2,5.13643659711075,0,,,,,,,,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,4,"Perth, Western Australia, Australia",AS,AS08,5533,-31.9333,115.833,-1594675,20260921013000,https://www.australiandefence.com.au/news/sponsored/south-australian-defence-industry-showcase-headed-to-land-forces-2026
1324007520,20260921,202609,2026,2026.7151,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,100,100,10,3,-5.0,2,1,2,3.10421286031042,0,,,,,,,,1,Ghana,GH,GH,,8,-2,GH,1,Ghana,GH,GH,,8,-2,GH,20260921013000,https://www.collingwoodfc.com.au/news/2131042/2026-brownlow-medal-all-you-need-to-know
1324007521,20260921,202609,2026,2026.7151,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,043,043,04,1,2.8,5,1,5,-2.57731958762887,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260921013000,https://wksn.com/warren-area-news/932596
1324007522,20260921,202609,2026,2026.7151,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,050,050,05,1,3.5,10,1,10,-1.47420147420147,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260921013000,https://nypost.com/2026/09/20/opinion/why-trump-should-push-xi-on-jimmy-lai-and-xi-should-bend/
1324007523,20260921,202609,2026,2026.7151,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,190,190,19,4,-10.0,10,1,10,-3.44827586206897,0,,,,,,,,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,3,"San Antonio, Texas, United States",US,USTX,,29.4241,-98.4936,1380951,20260921013000,https://www.ksat.com/news/local/2026/09/21/sapd-searching-for-2-suspects-after-16-year-old-boy-shot-on-west-side/
1324007524,20260921,202609,2026,2026.7151,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,036,036,03,1,4.0,6,1,6,3.17002881844381,0,,,,,,,,3,"Texarkana, Texas, United States",US,USTX,TX037,33.4251,-94.0477,1369752,3,"Texarkana, Texas, United States",US,USTX,TX037,33.4251,-94.0477,1369752,20260921013000,https://www.texarkanagazette.com/news/2026/sep/20/new-texarkana-bookstore-celebrates-black-authors/
1324007525,20260921,202609,2026,2026.7151,,,,,,,,,,,CVL,ENGINEER,,,,,,CVL,,,1,060,060,06,2,6.0,5,1,5,1.05726872246696,0,,,,,,,,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260921013000,https://www.realestatebusiness.com.au/tech/32480-rea-brings-innovation-to-the-next-level-with-help-of-real-estate-agencies
1324007526,20260921,202609,2026,2026.7151,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,1,042,042,04,1,1.9,2,1,2,-1.08225108225108,0,,,,,,,,4,"Exeter, Devon, United Kingdom",UK,UKD4,40104,50.7,-3.53333,-2595805,4,"Exeter, Devon, United Kingdom",UK,UKD4,40104,50.7,-3.53333,-2595805,20260921013000,https://www.dailymail.com/news/article-16146435/Students-campus-accommodation-crisis-homeless-greedy-universities.html
1324007527,20260921,202609,2026,2026.7151,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,0,046,046,04,1,7.0,6,1,6,0.98765432098766,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260921013000,https://www.legallyindia.com/lawfirms/khaitan-hires-shah-ajinkya-from-nishith-desai-20130211-3431/
1324007528,20260921,202609,2026,2026.7151,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,0,046,046,04,1,7.0,4,1,4,0.98765432098766,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260921013000,https://www.legallyindia.com/lawfirms/khaitan-hires-shah-ajinkya-from-nishith-desai-20130211-3431/
1324007529,20260921,202609,2026,2026.7151,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,051,051,05,1,3.4,10,1,10,0,0,,,,,,,,3,"Duluth, Minnesota, United States",US,USMN,MN137,46.7833,-92.1066,661145,3,"Duluth, Minnesota, United States",US,USMN,MN137,46.7833,-92.1066,661145,20260921013000,https://www.wdio.com/top-stories/permanent-school-fund-amendment-will-be-on-november-ballot/
1324007530,20260921,202609,2026,2026.7151,,,,,,,,,,,FRA,FRENCH,FRA,,,,,,,,1,036,036,03,1,4.0,7,1,7,1.15606936416185,0,,,,,,,,1,France,FR,FR,,46,2,FR,1,France,FR,FR,,46,2,FR,20260921013000,https://www.penbaypilot.com:443/article/lincolnville-camden-select-boards-convene-joint-meeting-ems-watershed-mutual-aid/274613
1324007531,20260921,202609,2026,2026.7151,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,043,043,04,1,2.8,4,1,4,-3.3179012345679,0,,,,,,,,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,20260921013000,https://www.dailymail.com/health/article-16146877/DR-MAX-PEMBERTON-dementia-mother-NHS-postcode-lottery.html
1324007532,20260921,202609,2026,2026.7151,,,,,,,,,,,GBR,BRITISH,GBR,,,,,,,,1,120,120,12,3,-4.0,1,1,1,-1.54320987654321,0,,,,,,,,1,Somalia,SO,SO,,6,48,SO,1,Somalia,SO,SO,,6,48,SO,20260921013000,https://www.dailymail.com/news/article-16145975/Fears-legal-blunder-helped-migrants-stay-Britain.html
1324007533,20260921,202609,2026,2026.7151,,,,,,,,,,,GBR,BRITISH,GBR,,,,,,,,1,120,120,12,3,-4.0,4,1,4,-1.54320987654321,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260921013000,https://www.dailymail.com/news/article-16145975/Fears-legal-blunder-helped-migrants-stay-Britain.html
1324007534,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,MAYOR,,,,,,GOV,,,1,013,013,01,1,0.4,6,1,6,-0.42735042735042,0,,,,,,,,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,,34.0522,-118.244,1662328,20260921013000,https://nypost.com/2026/09/20/us-news/nithya-raman-reveals-whether-she-will-work-with-dsa-leftists-if-she-becomes-la-mayor/
1324007535,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,015,015,01,1,0.0,5,1,5,-3.91221374045802,0,,,,,,,,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,20260921013000,https://www.pakistantoday.com.pk/2026/09/21/aleema-khan-detained-under-mpo-ahead-of-ptis-sept-27-protest
1324007536,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,036,036,03,1,4.0,1,1,1,3.05498981670061,0,,,,,,,,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,4,"Saharanpur, Uttar Pradesh, India",IN,IN36,17936,29.9667,77.55,-2109795,20260921013000,https://www.prokerala.com/news/articles/a1814652.html
1324007537,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,036,036,03,1,4.0,1,1,1,3.05498981670061,0,,,,,,,,4,"Saharanpur, Uttar Pradesh, India",IN,IN36,17936,29.9667,77.55,-2109795,4,"Saharanpur, Uttar Pradesh, India",IN,IN36,17936,29.9667,77.55,-2109795,20260921013000,https://www.prokerala.com/news/articles/a1814652.html
1324007538,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,046,046,04,1,7.0,1,1,1,3.05498981670061,0,,,,,,,,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,20260921013000,https://www.prokerala.com/news/articles/a1814652.html
1324007539,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,046,046,04,1,7.0,1,1,1,3.05498981670061,0,,,,,,,,4,"Saharanpur, Uttar Pradesh, India",IN,IN36,17936,29.9667,77.55,-2109795,4,"Saharanpur, Uttar Pradesh, India",IN,IN36,17936,29.9667,77.55,-2109795,20260921013000,https://www.prokerala.com/news/articles/a1814652.html
1324007540,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,KING,,,,,,GOV,,,0,080,080,08,2,5.0,10,1,10,0.0752445447705004,0,,,,,,,,4,"Cape Town, Western Cape, South Africa",SF,SF11,77317,-33.9167,18.4167,-1217214,4,"Cape Town, Western Cape, South Africa",SF,SF11,77317,-33.9167,18.4167,-1217214,20260921013000,https://www.dailymail.com/debate/article-16146763/AN-WILSON-anecdote-Earl-Spencer-telling-truth.html
1324007541,20260921,202609,2026,2026.7151,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,112,112,11,3,-2.0,5,1,5,-3.91221374045802,0,,,,,,,,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,20260921013000,https://www.pakistantoday.com.pk/2026/09/21/aleema-khan-detained-under-mpo-ahead-of-ptis-sept-27-protest
1324007542,20260921,202609,2026,2026.7151,,,,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,1,010,010,01,1,0.0,5,1,5,-3.3179012345679,0,,,,,,,,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,20260921013000,https://www.dailymail.com/health/article-16146877/DR-MAX-PEMBERTON-dementia-mother-NHS-postcode-lottery.html
1324007543,20260921,202609,2026,2026.7151,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,010,010,01,1,0.0,15,1,10,-4.84693877551021,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260921013000,https://www.dailymail.com/news/article-16147013/patrick-lindsay-clancy-massachusetts-murder-trial-interview.html
1324007544,20260921,202609,2026,2026.7151,,,,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,1,020,020,02,1,3.0,5,1,5,-3.3179012345679,0,,,,,,,,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,4,"Cambridge, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.2,0.116667,-2591658,20260921013000,https://www.dailymail.com/health/article-16146877/DR-MAX-PEMBERTON-dementia-mother-NHS-postcode-lottery.html
1324007545,20260921,202609,2026,2026.7151,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,9,1,7,-4.84693877551021,0,,,,,,,,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,20260921013000,https://www.dailymail.com/news/article-16147013/patrick-lindsay-clancy-massachusetts-murder-trial-interview.html
1324007546,20260921,202609,2026,2026.7151,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,042,042,04,1,1.9,6,1,6,-4.84693877551021,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260921013000,https://www.dailymail.com/news/article-16147013/patrick-lindsay-clancy-massachusetts-murder-trial-interview.html
1324007547,20260921,202609,2026,2026.7151,,,,,,,,,,,HLH,DOCTOR,,,,,,HLH,,,1,130,130,13,3,-4.4,10,1,10,-3.41113105924596,0,,,,,,,,2,"California, United States",US,USCA,,36.17,-119.746,CA,2,"California, United States",US,USCA,,36.17,-119.746,CA,20260921013000,https://midmichigannow.com/news/nation-world/new-drug-cychlorphine-possibly-10-times-stronger-than-fentanyl-surfaces-in-california-drug-enforcement
1324007548,20260921,202609,2026,2026.7151,,,,,,,,,,,IND,MEERUT,IND,,,,,,,,0,036,036,03,1,4.0,3,1,3,3.05498981670061,0,,,,,,,,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,20260921013000,https://www.prokerala.com/news/articles/a1814652.html
1324007549,20260921,202609,2026,2026.7151,,,,,,,,,,,IND,MEERUT,IND,,,,,,,,0,046,046,04,1,7.0,3,1,3,3.05498981670061,0,,,,,,,,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,4,"Meerut, Uttar Pradesh, India",IN,IN36,17926,28.9833,77.7,-2104361,20260921013000,https://www.prokerala.com/news/articles/a1814652.html
1324007550,20260921,202609,2026,2026.7151,,,,,,,,,,,ITA,ITALY,ITA,,,,,,,,0,173,173,17,4,-5.0,6,1,6,3.16930775646372,0,,,,,,,,4,"Centro, Friuli-Venezia Giulia, Italy",IT,IT06,18418,45.6833,13.0667,-115035,4,"Centro, Friuli-Venezia Giulia, Italy",IT,IT06,18418,45.6833,13.0667,-115035,20260921013000,https://artdaily.com/news/200463/Louis-Fratino-expands-thematic-repertoire-in-new-London-exhibition-Prose
1324007551,20260921,202609,2026,2026.7151,,,,,,,,,,,ITA,ITALY,ITA,,,,,,,,0,173,173,17,4,-5.0,2,1,2,3.16930775646372,0,,,,,,,,4,"Milan, Lombardia, Italy",IT,IT09,18363,45.4667,9.2,-121726,3,"Baltimore, Maryland, United States",US,USMD,MD510,39.2904,-76.6122,597040,20260921013000,https://artdaily.com/news/200463/Louis-Fratino-expands-thematic-repertoire-in-new-London-exhibition-Prose
1324007552,20260921,202609,2026,2026.7151,,,,,,,,,,,JAM,JAMAICAN,JAM,,,,,,,,0,100,100,10,3,-5.0,3,1,3,-3.95778364116095,0,,,,,,,,1,Jamaica,JM,JM,,18.25,-77.5,JM,1,Jamaica,JM,JM,,18.25,-77.5,JM,20260921013000,https://jamaica-gleaner.com/article/news/20260920/damion-crawford-laments-poverty-hunger-and-erosion-values-calls-coalition
1324007553,20260921,202609,2026,2026.7151,,,,,,,,,,,JUD,ATTORNEY,,,,,,JUD,,,1,040,040,04,1,1.0,1,1,1,-4.61997019374069,0,,,,,,,,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,20260921013000,https://us.cnn.com/2026/09/20/media/paramount-wbd-settlement-california-connecticut-bonta
1324007554,20260921,202609,2026,2026.7151,,,,,,,,,,,JUD,ATTORNEY,,,,,,JUD,,,1,040,040,04,1,1.0,4,1,4,-4.61997019374069,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260921013000,https://us.cnn.com/2026/09/20/media/paramount-wbd-settlement-california-connecticut-bonta
1324007555,20260921,202609,2026,2026.7151,,,,,,,,,,,JUD,BARRISTER,,,,,,JUD,,,0,041,041,04,1,1.0,3,1,3,-3.91221374045802,0,,,,,,,,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,4,"Lahore, Punjab, Pakistan",PK,PK04,23677,31.5497,74.3436,-2767043,20260921013000,https://www.pakistantoday.com.pk/2026/09/21/aleema-khan-detained-under-mpo-ahead-of-ptis-sept-27-protest
1324007556,20260921,202609,2026,2026.7151,,,,,,,,,,,MEX,MEXICO,MEX,,,,,,,,0,043,043,04,1,2.8,4,1,4,-3.99698340874812,0,,,,,,,,4,"Angel Juarez, Guanajuato, Mexico",MX,MX11,20887,20.1794,-100.469,6219268,4,"Angel Juarez, Guanajuato, Mexico",MX,MX11,20887,20.1794,-100.469,6219268,20260921013000,https://us.cnn.com/2026/09/20/us/austin-texas-ice-shooting
1324007557,20260921,202609,2026,2026.7151,,,,,,,,,,,NLD,DUTCH,NLD,,,,,,,,0,061,061,06,2,6.4,5,1,5,1.50812064965197,0,,,,,,,,1,Netherlands,NL,NL,,52.5,5.75,NL,1,Netherlands,NL,NL,,52.5,5.75,NL,20260921013000,https://artdaily.com/news/200458/De-Pont-Museum-presents-first-major-Dutch-exhibition-of-Sigmar-Polke-since-1992
1324007558,20260921,202609,2026,2026.7151,,,,,,,,,,,NLD,NETHERLANDS,NLD,,,,,,,,1,071,071,07,2,7.4,4,1,4,1.50812064965197,0,,,,,,,,1,Netherlands,NL,NL,,52.5,5.75,NL,1,Netherlands,NL,NL,,52.5,5.75,NL,20260921013000,https://artdaily.com/news/200458/De-Pont-Museum-presents-first-major-Dutch-exhibition-of-Sigmar-Polke-since-1992
1324007559,20260921,202609,2026,2026.7151,,,,,,,,,,,NLD,NETHERLANDS,NLD,,,,,,,,1,080,080,08,2,5.0,4,1,4,1.50812064965197,0,,,,,,,,1,Netherlands,NL,NL,,52.5,5.75,NL,1,Netherlands,NL,NL,,52.5,5.75,NL,20260921013000,https://artdaily.com/news/200458/De-Pont-Museum-presents-first-major-Dutch-exhibition-of-Sigmar-Polke-since-1992
1324007560,20260921,202609,2026,2026.7151,,,,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,0,043,043,04,1,2.8,4,1,4,-3.99698340874812,0,,,,,,,,4,"Angel Juarez, Guanajuato, Mexico",MX,MX11,20887,20.1794,-100.469,6219268,4,"Angel Juarez, Guanajuato, Mexico",MX,MX11,20887,20.1794,-100.469,6219268,20260921013000,https://us.cnn.com/2026/09/20/us/austin-texas-ice-shooting
1324007561,20260921,202609,2026,2026.7151,,,,,,,,,,,REL,ABBOT,,,,,,,,,0,020,020,02,1,3.0,6,1,6,-3.99698340874812,0,,,,,,,,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,2,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20260921013000,https://us.cnn.com/2026/09/20/us/austin-texas-ice-shooting
1324007562,20260921,202609,2026,2026.7151,,,,,,,,,,,REL,PILGRIM,,,,,,,,,1,050,050,05,1,3.5,10,1,10,-3.6144578313253,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260921013000,http://science20.com/hontas_farmer/thanksgiving_and_the_pilgrims_a_legacy_hijacked_by_the_oppressive_puritans-255799
1324007563,20260921,202609,2026,2026.7151,,,,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,043,043,04,1,2.8,10,1,10,-1.65289256198348,0,,,,,,,,4,"Sochi, Krasnodarskiy Kray, Russia",RS,RS38,25065,43.5992,39.7257,-3006514,4,"Sochi, Krasnodarskiy Kray, Russia",RS,RS38,25065,43.5992,39.7257,-3006514,20260921013000,https://www.eng.kavkaz-uzel.eu/articles/78737
1324007564,20260921,202609,2026,2026.7151,,,,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,111,111,11,3,-2.0,2,1,2,-5.78393881453155,0,,,,,,,,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260921013000,https://www.dailymail.com/news/article-16146989/Ukraine-fires-new-homemade-Pelican-ballistic-missile-largest-attack-Moscow-fears-grow-Europe-Putin-preparing-attack.html
1324007565,20260921,202609,2026,2026.7151,,,,,,,,,,,RUS,MOSCOW,RUS,,,,,,,,0,111,111,11,3,-2.0,8,1,8,-5.78393881453155,0,,,,,,,,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260921013000,https://www.dailymail.com/news/article-16146989/Ukraine-fires-new-homemade-Pelican-ballistic-missile-largest-attack-Moscow-fears-grow-Europe-Putin-preparing-attack.html
