GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1309909020,20260613,202606,2026,2026.4466,USA,AMERICAN,USA,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,1,020,020,02,1,3.0,1,1,1,-0.40241448692153,3,"Hillsborough, California, United States",US,USCA,CA081,37.5741,-122.379,1659735,3,"Hillsborough, California, United States",US,USCA,CA081,37.5741,-122.379,1659735,3,"Hillsborough, California, United States",US,USCA,CA081,37.5741,-122.379,1659735,20260620013000,https://www.mercurynews.com/2026/06/19/letters-article-doesnt-support-headline/
1309909021,20260613,202606,2026,2026.4466,USA,AMERICAN,USA,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,020,020,02,1,3.0,8,1,8,0,3,"Los Altos, California, United States",US,USCA,CA085,37.3852,-122.114,1659745,3,"Los Altos, California, United States",US,USCA,,37.3852,-122.114,1659745,3,"Los Altos, California, United States",US,USCA,,37.3852,-122.114,1659745,20260620013000,https://www.mercurynews.com/2026/06/19/letters-fire-safety-officials-work-protect-communities/
1309909022,20260613,202606,2026,2026.4466,USA,AMERICAN,USA,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,1,060,060,06,2,6.0,1,1,1,-0.40241448692153,3,"Hillsborough, California, United States",US,USCA,CA081,37.5741,-122.379,1659735,3,"Hillsborough, California, United States",US,USCA,CA081,37.5741,-122.379,1659735,3,"Hillsborough, California, United States",US,USCA,CA081,37.5741,-122.379,1659735,20260620013000,https://www.mercurynews.com/2026/06/19/letters-article-doesnt-support-headline/
1309909023,20260613,202606,2026,2026.4466,USA,AMERICAN,USA,,,,,,,,LEG,CONGRESS,,,,,,LEG,,,0,060,060,06,2,6.0,8,1,8,0,3,"Los Altos, California, United States",US,USCA,CA085,37.3852,-122.114,1659745,3,"Los Altos, California, United States",US,USCA,,37.3852,-122.114,1659745,3,"Los Altos, California, United States",US,USCA,,37.3852,-122.114,1659745,20260620013000,https://www.mercurynews.com/2026/06/19/letters-fire-safety-officials-work-protect-communities/
1309909024,20260613,202606,2026,2026.4466,USAMED,REUTERS,USA,,,,,MED,,,GOV,PRESIDENT,,,,,,GOV,,,1,134,134,13,3,-5.8,1,1,1,-0.62111801242236,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20260620013000,https://www.thestar.com.my/tech/tech-news/2026/06/20/trump-tells-axios-he-no-longer-views-anthropic-as-national-security-threat
1309909025,20260619,202606,2026,2026.4630,JORELI,HASSAN,JOR,,,,,ELI,,,GOV,PRESIDENT,,,,,,GOV,,,1,010,010,01,1,0.0,10,1,10,-0.77160493827161,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260620013000,https://www.thestar.com.my/news/nation/2026/06/20/doubts-swirl-over-the-rightful-chairman-of-perikatan
1309909026,20260619,202606,2026,2026.4630,LKA,SRI LANKA,LKA,,,,,,,,MOS,ISLAMIC,,,,MOS,,,,,1,051,051,05,1,3.4,6,1,6,7.18954248366012,1,Sri Lanka,CE,CE,,7,81,CE,1,Iran,IR,IR,,32,53,IR,1,Sri Lanka,CE,CE,,7,81,CE,20260620013000,https://www.ft.lk/front-page/Sri-Lanka-welcomes-US-Iran-ceasefire-agreement/44-793589
1309909027,20260619,202606,2026,2026.4630,LKA,SRI LANKA,LKA,,,,,,,,MOS,ISLAMIC,,,,MOS,,,,,1,0871,087,08,2,9.0,6,1,6,7.18954248366012,1,Sri Lanka,CE,CE,,7,81,CE,1,Iran,IR,IR,,32,53,IR,1,United States,US,US,,39.828175,-98.5795,US,20260620013000,https://www.ft.lk/front-page/Sri-Lanka-welcomes-US-Iran-ceasefire-agreement/44-793589
1309909028,20260619,202606,2026,2026.4630,LKA,SRI LANKA,LKA,,,,,,,,USA,UNITED STATES OF AMERICA,USA,,,,,,,,1,051,051,05,1,3.4,10,1,10,7.18954248366012,1,Sri Lanka,CE,CE,,7,81,CE,1,United States,US,US,,39.828175,-98.5795,US,1,Sri Lanka,CE,CE,,7,81,CE,20260620013000,https://www.ft.lk/front-page/Sri-Lanka-welcomes-US-Iran-ceasefire-agreement/44-793589
1309909029,20260619,202606,2026,2026.4630,LKA,SRI LANKA,LKA,,,,,,,,USA,UNITED STATES OF AMERICA,USA,,,,,,,,1,0871,087,08,2,9.0,10,1,10,7.18954248366012,1,Sri Lanka,CE,CE,,7,81,CE,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260620013000,https://www.ft.lk/front-page/Sri-Lanka-welcomes-US-Iran-ceasefire-agreement/44-793589
1309909030,20260619,202606,2026,2026.4630,LKABUS,SRI LANKA,LKA,,,,,BUS,,,GOV,PRESIDENT,,,,,,GOV,,,1,017,017,01,1,0.0,8,1,8,6.84357541899441,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,20260620013000,https://www.ft.lk/opinion/A-great-pillar-of-the-business-community-bids-farewell/14-793566
1309909031,20260619,202606,2026,2026.4630,LKABUS,SRI LANKA,LKA,,,,,BUS,,,LKAGOV,SRI LANKA,LKA,,,,,GOV,,,1,017,017,01,1,0.0,2,1,2,6.84357541899441,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,20260620013000,https://www.ft.lk/opinion/A-great-pillar-of-the-business-community-bids-farewell/14-793566
1309909032,20260619,202606,2026,2026.4630,MOS,ISLAMIC,,,,MOS,,,,,LKA,SRI LANKA,LKA,,,,,,,,1,0871,087,08,2,9.0,6,1,6,7.18954248366012,1,Iran,IR,IR,,32,53,IR,1,Sri Lanka,CE,CE,,7,81,CE,1,United States,US,US,,39.828175,-98.5795,US,20260620013000,https://www.ft.lk/front-page/Sri-Lanka-welcomes-US-Iran-ceasefire-agreement/44-793589
1309909033,20260619,202606,2026,2026.4630,USA,UNITED STATES OF AMERICA,USA,,,,,,,,LKA,SRI LANKA,LKA,,,,,,,,1,0871,087,08,2,9.0,10,1,10,7.18954248366012,1,United States,US,US,,39.828175,-98.5795,US,1,Sri Lanka,CE,CE,,7,81,CE,1,United States,US,US,,39.828175,-98.5795,US,20260620013000,https://www.ft.lk/front-page/Sri-Lanka-welcomes-US-Iran-ceasefire-agreement/44-793589
1309909034,20260620,202606,2026,2026.4658,,,,,,,,,,,AGR,FARMER,,,,,,AGR,,,0,051,051,05,1,3.4,1,1,1,-0.7992007992008,0,,,,,,,,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11,78,-2112557,5,"Karnataka, Karnataka, India",IN,IN19,17688,13.5,76,-2099860,20260620013000,https://www.hindustantimes.com/india-news/tamil-nadu-passes-resolution-against-mekedatu-dam-101781896018735.html
1309909035,20260620,202606,2026,2026.4658,,,,,,,,,,,AGR,FARMER,,,,,,AGR,,,0,051,051,05,1,3.4,3,1,3,-0.7992007992008,0,,,,,,,,4,"Thanjavur, Tamil Nadu, India",IN,IN25,17881,10.8,79.15,-2112964,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11,78,-2112557,20260620013000,https://www.hindustantimes.com/india-news/tamil-nadu-passes-resolution-against-mekedatu-dam-101781896018735.html
1309909036,20260620,202606,2026,2026.4658,,,,,,,,,,,AZE,BAKU,AZE,,,,,,,,1,043,043,04,1,2.8,3,1,3,6.50887573964497,0,,,,,,,,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20260620013000,https://africa.com/international-islamic-trade-finance-corporation-itfc-signs-us1-billion-framework-agreement-with-burkina-faso-to-support-agriculture-energy-and-private-sector-trade/
1309909037,20260620,202606,2026,2026.4658,,,,,,,,,,,BFA,BURKINA FASO,BFA,,,,,,,,1,057,057,05,1,8.0,10,1,10,4.80887792848335,0,,,,,,,,1,Burkina Faso,UV,UV,,13,-2,UV,1,Burkina Faso,UV,UV,,13,-2,UV,20260620013000,https://africa.com/international-islamic-trade-finance-corporation-itfc-concludes-2026-islamic-development-bank-isdb-group-annual-meetings-with-us2-9-billion-in-agreements-across-member-countries-and-private-sector/
1309909038,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,ENTREPRENEUR,,,,,,BUS,,,0,017,017,01,1,0.0,10,1,10,6.84357541899441,0,,,,,,,,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,4,"Batticaloa, Eastern, Sri Lanka",CE,CE37,25833,7.7102,81.6924,-2213706,20260620013000,https://www.ft.lk/opinion/A-great-pillar-of-the-business-community-bids-farewell/14-793566
1309909039,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,CHAMBER OF COMMERCE,,,,,,BUS,,,1,036,036,03,1,4.0,5,1,5,4.91803278688525,0,,,,,,,,1,Hungary,HU,HU,,47,20,HU,1,Hungary,HU,HU,,47,20,HU,20260620013000,https://www.chly.ca/local-news/2026/06/17/new-event-to-showcase-cultures-from-around-the-world-at-the-commercial-street-night-market
1309909040,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,CHAMBER OF COMMERCE,,,,,,BUS,,,1,040,040,04,1,1.0,5,1,5,4.91803278688525,0,,,,,,,,1,Hungary,HU,HU,,47,20,HU,1,Hungary,HU,HU,,47,20,HU,20260620013000,https://www.chly.ca/local-news/2026/06/17/new-event-to-showcase-cultures-from-around-the-world-at-the-commercial-street-night-market
1309909041,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,ENTREPRENEUR,,,,,,BUS,,,1,045,045,04,1,5.0,4,1,4,6.93333333333333,0,,,,,,,,4,"Vavuniya, Northern, Sri Lanka",CE,CE38,25843,8.7514,80.4971,-2238868,4,"Vavuniya, Northern, Sri Lanka",CE,CE38,25843,8.7514,80.4971,-2238868,20260620013000,https://www.ft.lk/business/LIIN-empowers-Northern-women-entrepreneurs-through-Emerging-Women-Summit/34-793579
1309909042,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,ENTREPRENEUR,,,,,,BUS,,,1,045,045,04,1,5.0,1,1,1,6.93333333333333,0,,,,,,,,4,"Vavuniya, Northern, Sri Lanka",CE,CE38,25843,8.7514,80.4971,-2238868,1,South Africa,SF,SF,,-30,26,SF,20260620013000,https://www.ft.lk/business/LIIN-empowers-Northern-women-entrepreneurs-through-Emerging-Women-Summit/34-793579
1309909043,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,051,051,05,1,3.4,5,1,5,6.50887573964497,0,,,,,,,,1,Burkina Faso,UV,UV,,13,-2,UV,1,Burkina Faso,UV,UV,,13,-2,UV,20260620013000,https://africa.com/international-islamic-trade-finance-corporation-itfc-signs-us1-billion-framework-agreement-with-burkina-faso-to-support-agriculture-energy-and-private-sector-trade/
1309909044,20260620,202606,2026,2026.4658,,,,,,,,,,,BUS,AIRLINE,,,,,,BUS,,,1,060,060,06,2,6.0,5,1,5,6.12244897959183,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260620013000,https://www.travelwires.com/wizz-air-unveils-14-billion-customer-first-transformation-plan/
1309909045,20260620,202606,2026,2026.4658,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,040,040,04,1,1.0,10,1,10,-1.73913043478261,0,,,,,,,,4,"Thunder Bay, Ontario, Canada",CA,CA08,12684,48.4,-89.2333,-574784,4,"Thunder Bay, Ontario, Canada",CA,CA08,12684,48.4,-89.2333,-574784,20260620013000,https://www.cbc.ca/news/canada/thunder-bay/highway-11-17-widening-9.7242274
1309909046,20260620,202606,2026,2026.4658,,,,,,,,,,,CAN,EDMONTON,CAN,,,,,,,,1,112,112,11,3,-2.0,10,1,10,-5.94795539033457,0,,,,,,,,1,Canada,CA,CA,,60,-96,CA,1,Canada,CA,CA,,60,-96,CA,20260620013000,https://www.edmontonexaminer.com:443/news/two-youths-charged-after-edmonton-police-investigate-facebook-marketplace-robberies
1309909047,20260620,202606,2026,2026.4658,,,,,,,,,,,CHN,ZHONGSHAN,CHN,,,,,,,,1,042,042,04,1,1.9,10,1,10,-4.86486486486487,0,,,,,,,,4,"Zhongshan, Anhui, China",CH,CH01,12997,30.8938,118.769,10997260,4,"Zhongshan, Anhui, China",CH,CH01,12997,30.8938,118.769,10997260,20260620013000,https://www.scmp.com/news/people-culture/trending-china/article/3357381/china-infant-admitted-icu-toxicity-after-being-fed-formula-made-vegetable-juice
1309909048,20260620,202606,2026,2026.4658,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,010,010,01,1,0.0,5,1,5,-2.32558139534883,0,,,,,,,,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,20260620013000,https://attackofthefanboy.com/social-media/man-called-police-on-dad-taking-daughters-into-womens-bathroom-now-hes-been-fired-from-his-job/
1309909049,20260620,202606,2026,2026.4658,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,020,020,02,1,3.0,10,1,10,-2.32558139534883,0,,,,,,,,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,20260620013000,https://attackofthefanboy.com/social-media/man-called-police-on-dad-taking-daughters-into-womens-bathroom-now-hes-been-fired-from-his-job/
1309909050,20260620,202606,2026,2026.4658,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,042,042,04,1,1.9,5,1,5,-2.32558139534883,0,,,,,,,,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,,32.7673,-89.6812,MS,20260620013000,https://attackofthefanboy.com/social-media/man-called-police-on-dad-taking-daughters-into-womens-bathroom-now-hes-been-fired-from-his-job/
1309909051,20260620,202606,2026,2026.4658,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,046,046,04,1,7.0,10,1,10,-3.66598778004073,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260620013000,https://www.cbs58.com/news/i-want-that-officer-arrested-milwaukee-mom-speaks-after-police-shoot-and-kill-her-son
1309909052,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,IMMIGRANT,,,,,,CVL,,,0,036,036,03,1,4.0,8,1,8,-4.94450050454087,0,,,,,,,,3,"Claremont, New York, United States",US,USNY,NY119,41.1695,-73.8485,2060565,3,"Claremont, New York, United States",US,USNY,NY119,41.1695,-73.8485,2060565,20260620013000,https://www.dailykos.com/stories/2026/6/19/800058187/community/the-hour-is-always-late/
1309909053,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,IMMIGRANT,,,,,,CVL,,,0,036,036,03,1,4.0,2,1,2,-4.94450050454087,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20260620013000,https://www.dailykos.com/stories/2026/6/19/800058187/community/the-hour-is-always-late/
1309909054,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,040,040,04,1,1.0,10,1,10,3.85015608740895,0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20260620013000,https://www.winnipegfreepress.com/breakingnews/2026/06/19/knocking-down-educations-ivory-tower
1309909055,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,0,040,040,04,1,1.0,10,1,10,0.0712758374910902,0,,,,,,,,3,"Questa, New Mexico, United States",US,USNM,NM055,36.7039,-105.595,909932,3,"Questa, New Mexico, United States",US,USNM,NM055,36.7039,-105.595,909932,20260620013000,https://www.abqjournal.com/news/water-safety-studies-support-questa-green-hydrogen-facility-as-mayor-faces-scrutiny/3066026
1309909056,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,043,043,04,1,2.8,10,1,10,3.85015608740895,0,,,,,,,,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,4,"Winnipeg, Manitoba, Canada",CA,CA03,12577,49.8833,-97.1667,-576096,20260620013000,https://www.winnipegfreepress.com/breakingnews/2026/06/19/knocking-down-educations-ivory-tower
1309909057,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,0,043,043,04,1,2.8,10,1,10,-2.25941422594142,0,,,,,,,,1,Switzerland,SZ,SZ,,47,8,SZ,1,Switzerland,SZ,SZ,,47,8,SZ,20260620013000,https://www.thehindu.com/news/national/eu-passes-law-allowing-offshore-deportation-centres/article71122485.ece
1309909058,20260620,202606,2026,2026.4658,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,046,046,04,1,7.0,10,1,10,0,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260620013000,https://www.wcbi.com/midday-ward-2-community-meeting-06-19-26/
1309909059,20260620,202606,2026,2026.4658,,,,,,,,,,,CVLEDU,COMMUNITY,,,,,,CVL,EDU,,0,043,043,04,1,2.8,10,1,10,6.54970760233918,0,,,,,,,,3,"Springfield, Texas, United States",US,USTX,TX293,31.6596,-96.4828,1380592,3,"Springfield, Texas, United States",US,USTX,TX293,31.6596,-96.4828,1380592,20260620013000,https://recorder.com/2026/06/19/juneteenth-greenfield-celebration/
1309909060,20260620,202606,2026,2026.4658,,,,,,,,,,,DJI,DJIBOUTI,DJI,,,,,,,,0,057,057,05,1,8.0,2,1,2,4.80887792848335,0,,,,,,,,1,Djibouti,DJ,DJ,,11.5,42.5,DJ,1,Djibouti,DJ,DJ,,11.5,42.5,DJ,20260620013000,https://africa.com/international-islamic-trade-finance-corporation-itfc-concludes-2026-islamic-development-bank-isdb-group-annual-meetings-with-us2-9-billion-in-agreements-across-member-countries-and-private-sector/
1309909061,20260620,202606,2026,2026.4658,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,1,020,020,02,1,3.0,2,1,2,-4.86486486486487,0,,,,,,,,3,"Montclair State University, New Jersey, United States",US,USNJ,,40.8607,-74.1976,883324,3,"Montclair State University, New Jersey, United States",US,USNJ,,40.8607,-74.1976,883324,20260620013000,https://attackofthefanboy.com/social-media/a-6-year-old-spent-days-in-agony-after-playing-in-a-new-jersey-river-and-what-doctors-couldnt-explain-required-a-marine-biologist-to-uncover/
1309909062,20260620,202606,2026,2026.4658,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,043,043,04,1,2.8,2,1,2,-0.98360655737705,0,,,,,,,,4,"Petaling, Malaysia (general), Malaysia",MY,MY00,18585,3.08333,101.667,-2403014,4,"Petaling, Malaysia (general), Malaysia",MY,MY00,18585,3.08333,101.667,-2403014,20260620013000,https://www.thestar.com.my/news/nation/2026/06/20/fathers-who-stood-watch-from-afar
