GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1290400570,20260222,202602,2026,2026.1425,,,,,,,,,,,BUS,CONGLOMERATE,,,,,,BUS,,,1,057,057,05,1,8.0,10,1,10,0.25380710659898,0,,,,,,,,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,4,"Bengaluru, Karnataka, India",IN,IN19,70159,12.9833,77.5833,-2090174,20260222051500,http://www.businessghana.com/site/news/technology/343867/OpenAI-says-18-to-24-year-olds-account-for-nearly-50-per-cent-of-ChatGPT-usage-in-India
1290400571,20260222,202602,2026,2026.1425,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,111,111,11,3,-2.0,2,1,2,-0.40241448692153,0,,,,,,,,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,20260222051500,http://www.businessghana.com/site/news/business/343823/AAG-raises-concern-over-outdoor-advertising-clutter
1290400572,20260222,202602,2026,2026.1425,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,1,111,111,11,3,-2.0,3,1,3,-0.40241448692153,0,,,,,,,,4,"Kumasi, Ashanti, Ghana",GH,GH02,190720,6.68333,-1.61667,-2075172,4,"Kumasi, Ashanti, Ghana",GH,GH02,190720,6.68333,-1.61667,-2075172,20260222051500,http://www.businessghana.com/site/news/business/343823/AAG-raises-concern-over-outdoor-advertising-clutter
1290400573,20260222,202602,2026,2026.1425,,,,,,,,,,,CAN,MANITOBA,CAN,,,,,,,,0,050,050,05,1,3.5,6,1,6,2.82426778242678,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20260222051500,https://www.pentictonherald.ca/spare_news/article_fc7e9d30-c6f0-5b22-9405-96c818c910a0.html
1290400574,20260222,202602,2026,2026.1425,,,,,,,,,,,CHE,INTERLAKEN,CHE,,,,,,,,1,130,130,13,3,-4.4,1,1,1,0.61162079510703,0,,,,,,,,4,"Interlaken, Tasmania, Australia",AS,AS06,5349,-42.15,147.183,-1579533,4,"Interlaken, Tasmania, Australia",AS,AS06,5349,-42.15,147.183,-1579533,20260222051500,https://www.examiner.com.au/story/9180305/tasmania-fire-warning-issued-for-woods-lake-area/
1290400575,20260222,202602,2026,2026.1425,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,043,043,04,1,2.8,8,2,8,-6.4903051731397,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Tirupur, Tamil Nadu, India",IN,IN25,17875,11.1,77.35,-2113268,20260222051500,https://www.newkerala.com/news/a/eight-linked-pakistan-arrested-tn-bengal-terror-plotting-737.htm
1290400576,20260222,202602,2026,2026.1425,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,0841,084,08,2,7.0,10,1,10,-3.55029585798817,0,,,,,,,,4,"Bihar, Bihar, India",IN,IN34,17615,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,17615,25.1833,85.5167,-2091797,20260222051500,https://ianslive.in/five-live-cartridges-found-in-iit-bombay-hostel-bihar-link-under-probe--20260222091512
1290400577,20260222,202602,2026,2026.1425,,,,,,,,,,,COP,DEPUTIES,,,,,,COP,,,1,112,112,11,3,-2.0,4,1,2,-7.46268656716413,0,,,,,,,,3,"Durham County, North Carolina, United States",US,USNC,,36.0335,-78.8664,1008550,3,"Durham County, North Carolina, United States",US,USNC,,36.0335,-78.8664,1008550,20260222051500,https://www.wral.com/news/local/durham-retail-theft-ring-arrest-liberty-street-feb-2026/
1290400578,20260222,202602,2026,2026.1425,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,141,141,14,3,-6.5,10,1,10,-8.62944162436548,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260222051500,https://kashmirreader.com/2026/02/22/india-ai-summits-impact-bjp-congress-clash-across-country/
1290400579,20260222,202602,2026,2026.1425,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5.0,10,1,10,-8.62944162436548,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260222051500,https://kashmirreader.com/2026/02/22/india-ai-summits-impact-bjp-congress-clash-across-country/
1290400580,20260222,202602,2026,2026.1425,,,,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,073,073,07,2,7.4,10,1,10,3.71024734982333,0,,,,,,,,1,Ghana,GH,GH,,8,-2,GH,1,Ghana,GH,GH,,8,-2,GH,20260222051500,http://www.businessghana.com/site/news/general/343806/Let%E2%80%99s-not-see-migrants-as-%E2%80%9Cothers%E2%80%9D-Mr-Peasah
1290400581,20260222,202602,2026,2026.1425,,,,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,111,111,11,3,-2.0,6,1,6,3.71024734982333,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260222051500,http://www.businessghana.com/site/news/general/343806/Let%E2%80%99s-not-see-migrants-as-%E2%80%9Cothers%E2%80%9D-Mr-Peasah
1290400582,20260222,202602,2026,2026.1425,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,045,045,04,1,5.0,10,1,10,1.90476190476191,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260222051500,https://kashmirreader.com/2026/02/22/cuk-observes-intl-mother-language-day/
1290400583,20260222,202602,2026,2026.1425,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,051,051,05,1,3.4,10,1,10,5.21172638436482,0,,,,,,,,4,"Tarkwa, Ghana (general), Ghana",GH,GH00,190593,5.30644,-1.98474,-2079306,4,"Tarkwa, Ghana (general), Ghana",GH,GH00,190593,5.30644,-1.98474,-2079306,20260222051500,http://www.businessghana.com/site/news/general/343816/Closing-STEM-gender-gap-requires-long-term-commitment
1290400584,20260222,202602,2026,2026.1425,,,,,,,,,,,EDU,UNIVERSITY,,,,,,EDU,,,1,110,110,11,3,-2.0,10,1,10,-3.73134328358208,0,,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260222051500,https://www.newsx.com/india/neha-singh-galgotias-university-updates-viral-professor-linkedin-makes-major-move-after-robodog-incident-at-india-ai-impact-summit-social-media-decides-to-170930/
1290400585,20260222,202602,2026,2026.1425,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,190,190,19,4,-10.0,10,1,10,-9.20398009950248,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260222051500,https://www.newsx.com/regionals/gurugram-shocker-man-assaults-live-in-partner-smashes-her-head-with-a-steel-bottle-and-attempts-to-burn-private-parts-with-sanitiser-170916/
1290400586,20260222,202602,2026,2026.1425,,,,,,,,,,,ELI,ACTOR,,,,,,ELI,,,1,042,042,04,1,1.9,6,1,6,3.55731225296443,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260222051500,https://www.geo.tv/latest/652230-baftas-issue-strict-new-instructions-for-awards-as-william-kate-to-attend
1290400587,20260222,202602,2026,2026.1425,,,,,,,,,,,FRA,PARIS,FRA,,,,,,,,1,073,073,07,2,7.4,10,1,10,5.34591194968553,0,,,,,,,,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20260222051500,https://www.islands.com/2104689/chez-georges-julia-child-favorite-restaurant-paris-iconic-gem-french-food/
1290400588,20260222,202602,2026,2026.1425,,,,,,,,,,,GBRELI,UNITED KINGDOM,GBR,,,,,ELI,,,1,042,042,04,1,1.9,2,1,2,3.55731225296443,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260222051500,https://www.geo.tv/latest/652230-baftas-issue-strict-new-instructions-for-awards-as-william-kate-to-attend
1290400589,20260222,202602,2026,2026.1425,,,,,,,,,,,GOV,PUBLIC SECTOR,,,,,,GOV,,,1,025,025,02,1,-0.3,14,1,14,2.28013029315961,0,,,,,,,,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,4,"Accra, Greater Accra, Ghana",GH,GH01,190655,5.55,-0.216667,-2067935,20260222051500,"http://businessghana.com/site/news/general/343833/Women-must-be-bold,-build-networks"
1290400590,20260222,202602,2026,2026.1425,,,,,,,,,,,GOV,ADMINISTRATION,,,,,,GOV,,,1,141,141,14,3,-6.5,6,1,6,-2.734375,0,,,,,,,,4,"Mandaluyong City, Mandaluyong, Philippines",RP,RPK8,24210,14.5832,121.041,-2437593,4,"Mandaluyong City, Mandaluyong, Philippines",RP,RPK8,24210,14.5832,121.041,-2437593,20260222051500,https://www.thestar.com.my/aseanplus/aseanplus-news/2026/02/22/philippines-vp-sara-duterte-on-running-mate-i-have-recruited-someone
1290400591,20260222,202602,2026,2026.1425,,,,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,0,190,190,19,4,-10.0,10,1,10,-0.72992700729927,0,,,,,,,,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,20260222051500,https://www.13abc.com/2026/02/22/watch-firefighters-rescue-dog-trapped-toledo-house-fire/
1290400592,20260222,202602,2026,2026.1425,,,,,,,,,,,HLH,SURGEON,,,,,,HLH,,,1,190,190,19,4,-10.0,10,1,10,-5.47445255474452,0,,,,,,,,4,"New Cross, Lewisham, United Kingdom",UK,UKH6,40110,51.4833,-0.033333,-2603978,4,"New Cross, Lewisham, United Kingdom",UK,UKH6,40110,51.4833,-0.033333,-2603978,20260222051500,https://www.yahoo.com/news/articles/woman-loses-her-limbs-being-165031640.html
1290400593,20260222,202602,2026,2026.1425,,,,,,,,,,,IND,TAMIL NADU,IND,,,,,,,,0,042,042,04,1,1.9,12,2,12,-6.4903051731397,0,,,,,,,,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11,78,-2112557,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11,78,-2112557,20260222051500,https://www.newkerala.com/news/a/eight-linked-pakistan-arrested-tn-bengal-terror-plotting-737.htm
1290400594,20260222,202602,2026,2026.1425,,,,,,,,,,,INDCOP,DELHI,IND,,,,,COP,,,0,043,043,04,1,2.8,4,2,4,-6.4903051731397,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Tirupur, Tamil Nadu, India",IN,IN25,17875,11.1,77.35,-2113268,20260222051500,https://www.newkerala.com/news/a/eight-linked-pakistan-arrested-tn-bengal-terror-plotting-737.htm
1290400595,20260222,202602,2026,2026.1425,,,,,,,,,,,JUD,FEDERAL COURT,,,,,,JUD,,,0,020,020,02,1,3.0,2,1,2,-0.68259385665529,0,,,,,,,,3,"University Of Mississippi, Mississippi, United States",US,USMS,,34.3668,-89.5354,711542,3,"University Of Mississippi, Mississippi, United States",US,USMS,,34.3668,-89.5354,711542,20260222051500,https://www.chattanoogan.com/2026/2/20/515047/The-Role-Of-The-U.S.-Court-Of-Appeals.aspx
1290400596,20260222,202602,2026,2026.1425,,,,,,,,,,,JUD,FEDERAL COURT,,,,,,JUD,,,0,020,020,02,1,3.0,8,1,8,-0.68259385665529,0,,,,,,,,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,2,"Tennessee, United States",US,USTN,,35.7449,-86.7489,TN,20260222051500,https://www.chattanoogan.com/2026/2/20/515047/The-Role-Of-The-U.S.-Court-Of-Appeals.aspx
1290400597,20260222,202602,2026,2026.1425,,,,,,,,,,,KEN,KENYA,KEN,,,,,,,,1,130,130,13,3,-4.4,2,1,2,-3.90070921985815,0,,,,,,,,1,Kenya,KE,KE,,1,38,KE,1,Kenya,KE,KE,,1,38,KE,20260222051500,https://www.kenyan-post.com/2026/02/nigerian-pastor-who-allegedly.html
1290400598,20260222,202602,2026,2026.1425,,,,,,,,,,,KEN,KENYA,KEN,,,,,,,,1,130,130,13,3,-4.4,2,1,2,-3.90070921985815,0,,,,,,,,1,Kenya,KE,KE,,1,38,KE,1,Sudan,SU,SU,,16,30,SU,20260222051500,https://www.kenyan-post.com/2026/02/nigerian-pastor-who-allegedly.html
1290400599,20260222,202602,2026,2026.1425,,,,,,,,,,,MED,MEDIA,,,,,,MED,,,0,046,046,04,1,7.0,10,1,10,-6.63811563169165,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,20260222051500,https://www.newkerala.com/news/a/eight-linked-pakistan-arrested-tn-bengal-terror-plotting-737.htm
1290400600,20260222,202602,2026,2026.1425,,,,,,,,,,,MED,MEDIA,,,,,,MED,,,0,046,046,04,1,7.0,10,1,10,-6.34249471458774,0,,,,,,,,4,"Delhi, Delhi, India",IN,IN07,17911,28.6667,77.2167,-2094230,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20260222051500,https://ianslive.in/eight-linked-to-pakistan-arrested-in-tn-bengal-for-terror-plotting-against-india--20260222095554
1290400601,20260222,202602,2026,2026.1425,,,,,,,,,,,MILMIL,ARMY,,,,,,MIL,MIL,,1,190,190,19,4,-10.0,2,1,2,-7.08812260536399,0,,,,,,,,4,"Bannu, Punjab, Pakistan",PK,PK04,23658,31.2833,73.25,-2755884,4,"Bannu, Punjab, Pakistan",PK,PK04,23658,31.2833,73.25,-2755884,20260222051500,https://www.rediff.com/news/report/pakistan-bombs-7-terrorist-camps-in-afghanistan-in-retaliatory-strike/20260222.htm
1290400602,20260222,202602,2026,2026.1425,,,,,,,,,,,NER,NIAMEY,NER,,,,,,,,1,042,042,04,1,1.9,10,1,10,-1.50943396226415,0,,,,,,,,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,4,"Niamey, Niamey, Niger",NG,NG08,22581,13.5167,2.11667,-1084956,20260222051500,http://www.cameroon-tribune.cm/article.html/64515/fr.html/niger-us-agree-withdraw
1290400603,20260222,202602,2026,2026.1425,,,,,,,,,,,PAK,PAKISTAN,PAK,,,,,,,,0,190,190,19,4,-10.0,1,1,1,-5.54675118858954,0,,,,,,,,4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,4,"Karachi, Sindh, Pakistan",PK,PK05,40398,24.8667,67.05,-2764584,20260222051500,https://www.geo.tv/latest/652227-gas-leak-explosion-sparks-fire-in-north-nazimabad-flat
1290400604,20260222,202602,2026,2026.1425,,,,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,051,051,05,1,3.4,2,1,2,-2.7002700270027,0,,,,,,,,4,"Khimik, Kirovskaya Oblast', Russia",RS,RS33,25062,59.0252,52.6942,-2925513,4,"Khimik, Kirovskaya Oblast', Russia",RS,RS33,25062,59.0252,52.6942,-2925513,20260222051500,http://www.strategypage.com/%5Chtmw%5Chtintel%5Carticles%5C2026022041657.aspx
1290400605,20260222,202602,2026,2026.1425,,,,,,,,,,,SYRGOV,BASHAR AL ASSAD,SYR,,,,,GOV,,,0,042,042,04,1,1.9,3,1,3,-2.7002700270027,0,,,,,,,,1,Syria,SY,SY,,35,38,SY,1,Syria,SY,SY,,35,38,SY,20260222051500,http://www.strategypage.com/%5Chtmw%5Chtintel%5Carticles%5C2026022041657.aspx
1290400606,20260222,202602,2026,2026.1425,,,,,,,,,,,SYRGOV,BASHAR AL ASSAD,SYR,,,,,GOV,,,0,060,060,06,2,6.0,3,1,3,-2.7002700270027,0,,,,,,,,1,Syria,SY,SY,,35,38,SY,1,Syria,SY,SY,,35,38,SY,20260222051500,http://www.strategypage.com/%5Chtmw%5Chtintel%5Carticles%5C2026022041657.aspx
1290400607,20260222,202602,2026,2026.1425,,,,,,,,,,,UKR,KYIV,UKR,,,,,,,,1,183,183,18,4,-10.0,2,1,2,-11.3122171945701,0,,,,,,,,4,"Lviv, L'vivs'ka Oblast', Ukraine",UP,UP15,28555,49.8407,24.0305,-1045268,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20260222051500,https://kesq.com/news/national-world/cnn-world/2026/02/21/deadly-explosions-in-western-ukraine-investigated-as-terrorist-attack/
1290400608,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,036,036,03,1,4.0,4,1,4,2.40963855421687,0,,,,,,,,3,"Ridgeland, Mississippi, United States",US,USMS,MS089,32.4285,-90.1323,676656,3,"Ridgeland, Mississippi, United States",US,USMS,MS089,32.4285,-90.1323,676656,20260222051500,https://www.onlinemadison.com/news/ridgeland-police-to-upgrade-service-weapons-with-new-handguns-by-may-ed5b2b5d
1290400609,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,MARYLAND,USA,,,,,,,,1,036,036,03,1,4.0,3,1,3,-5.70175438596491,0,,,,,,,,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,2,"Maryland, United States",US,USMD,,39.0724,-76.7902,MD,20260222051500,https://foxbaltimore.com/news/local/maryland-governor-wes-moore-declares-state-of-preparedness-ahead-winter-storm-weather
1290400610,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,ALABAMA,USA,,,,,,,,1,042,042,04,1,1.9,2,1,2,0.69605568445476,0,,,,,,,,1,Greenland,GL,GL,,72,-40,GL,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260222051500,https://gcaptain.com/trump-announces-greenland-hospital-ship-mission-as-mercy-and-comfort-sit-in-alabama-shipyard/
1290400611,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,ALABAMA,USA,,,,,,,,1,042,042,04,1,1.9,8,1,8,0.69605568445476,0,,,,,,,,1,Greenland,GL,GL,,72,-40,GL,1,Greenland,GL,GL,,72,-40,GL,20260222051500,https://gcaptain.com/trump-announces-greenland-hospital-ship-mission-as-mercy-and-comfort-sit-in-alabama-shipyard/
1290400612,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,VIETNAMESE AMERICAN,USA,,,,,,,,0,042,042,04,1,1.9,2,1,2,6.17760617760618,0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,3,"San Diego, California, United States",US,USCA,,32.7153,-117.157,1661377,20260222051500,https://www.cbs8.com/article/news/local/san-diego-tet-festival-liberty-station/509-2605634d-3449-4fed-bdc8-caf15704fab1
1290400613,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,043,043,04,1,2.8,2,1,2,5.8,0,,,,,,,,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,20260222051500,https://www.theepochtimes.com/shenyun/shen-yun-entices-audience-with-ancient-spirituality-in-north-carolina-5988495
1290400614,20260222,202602,2026,2026.1425,,,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,051,051,05,1,3.4,4,1,4,-1.45985401459854,0,,,,,,,,3,"Carroll County, Maryland, United States",US,USMD,,39.5501,-77.0164,1696228,3,"Carroll County, Maryland, United States",US,USMD,,39.5501,-77.0164,1696228,20260222051500,https://foxbaltimore.com/news/local/carroll-county-sheriff-says-ice-cooperation-continues-despite-ban-immigration-maryland
